bbl,latitude,longitude,bldgclass,landuse,lotarea,bldgarea,numfloors,unitsres,unitstotal,yearbuilt,footprint_area
1018950030.0,40.8063229,-73.966457,C4,2.0,2018.0,6530.0,5.0,9.0,9.0,1897.0,1306.0
1018950031.0,40.8063476,-73.9665184,C5,2.0,2018.0,6530.0,5.0,8.0,8.0,1897.0,1306.0
1012040054.0,40.789084,-73.9690405,C5,2.0,2013.0,5870.0,4.0,9.0,9.0,1890.0,1467.5
1012040055.0,40.7891087,-73.9691019,C3,2.0,1913.0,5645.0,4.0,4.0,4.0,1890.0,1411.25
1012040056.0,40.7891774,-73.9692608,C5,2.0,8054.0,22041.0,5.0,28.0,28.0,1890.0,4408.2
1012040106.0,40.7889771,-73.9695461,C5,2.0,1888.0,4240.0,4.0,8.0,8.0,1886.0,1060.0
1012040109.0,40.7888755,-73.9693078,A4,1.0,1888.0,5210.0,4.0,1.0,1.0,1886.0,1302.5
1012040111.0,40.7888041,-73.9691345,C5,2.0,1678.0,4847.0,4.0,8.0,8.0,1894.0,1211.75
1012040120.0,40.7885074,-73.9684305,A5,1.0,1711.0,4010.0,5.0,1.0,1.0,1899.0,802.0
1012040150.0,40.7889577,-73.9687408,C5,2.0,1812.0,5096.0,4.0,4.0,4.0,1888.0,1274.0
1012040153.0,40.7890565,-73.9689791,C1,2.0,1913.0,5645.0,4.0,10.0,10.0,1890.0,1411.25
1012050029.0,40.7888118,-73.9672206,D6,4.0,12085.0,109769.0,12.0,42.0,44.0,1912.0,9147.416666666666
1012060015.0,40.7899455,-73.967982,A4,1.0,2014.0,5349.0,4.0,1.0,1.0,1872.0,1337.25
1012060016.0,40.7899208,-73.9679206,B1,1.0,2013.0,3976.0,3.0,2.0,2.0,1872.0,1325.3333333333333
1012060017.0,40.7898247,-73.9676968,D4,3.0,12085.0,98081.0,12.5,86.0,86.0,1930.0,7846.48
1012060023.0,40.7896407,-73.9672527,D4,3.0,8264.0,45014.0,7.0,51.0,51.0,1900.0,6430.571428571428
1012060032.0,40.7895637,-73.9666713,D4,3.0,6250.0,32725.0,7.0,20.0,20.0,1900.0,4675.0
1012060037.0,40.7897147,-73.9669601,W3,8.0,12500.0,37250.0,5.0,0.0,1.0,1988.0,7450.0
1012060042.0,40.7899069,-73.9671009,D4,3.0,5036.0,21692.0,6.0,24.0,24.0,1901.0,3615.3333333333335
1012070045.0,40.7906589,-73.9669416,W3,8.0,1762.0,10213.0,4.0,1.0,2.0,1888.0,2553.25
1012070047.0,40.7907221,-73.9670896,B1,1.0,1862.0,4064.0,4.0,2.0,2.0,1888.0,1016.0
1012070048.0,40.7907468,-73.967151,C5,2.0,1686.0,3898.0,3.0,6.0,6.0,1888.0,1299.3333333333333
1018950032.0,40.8064135,-73.9666773,W6,8.0,7771.0,48212.0,8.0,0.0,1.0,1908.0,6026.5
1018950043.0,40.8068939,-73.9666409,C5,2.0,2000.0,6100.0,5.0,10.0,10.0,1898.0,1220.0
1018950044.0,40.8068664,-73.9665795,M9,8.0,1900.0,5820.0,5.0,10.0,10.0,1898.0,1164.0
1018950045.0,40.8068115,-73.9664495,H8,8.0,6156.0,16775.0,5.0,0.0,1.0,1898.0,3355.0
1018950064.0,40.8068167,-73.9656909,H8,8.0,1413.0,3688.0,4.0,0.0,1.0,1896.0,922.0
1018950065.0,40.8068552,-73.9657812,H8,8.0,1413.0,3688.0,4.0,0.0,1.0,1896.0,922.0
1018950066.0,40.8068936,-73.9658715,H8,8.0,1413.0,3688.0,4.0,0.0,1.0,1896.0,922.0
1018950067.0,40.8069129,-73.9659149,H8,8.0,1514.0,3900.0,4.0,0.0,1.0,1896.0,975.0
1018950078.0,40.8071985,-73.9667166,C5,2.0,2403.0,8200.0,5.0,9.0,9.0,1898.0,1640.0
1018950079.0,40.8071382,-73.9667492,C4,2.0,2875.0,6895.0,5.0,10.0,10.0,1898.0,1379.0
1018950129.0,40.8062982,-73.9663956,H8,8.0,1817.0,5910.0,5.0,0.0,1.0,1897.0,1182.0
1018950163.0,40.8067975,-73.965644,H8,8.0,1514.0,3900.0,4.0,0.0,1.0,1896.0,975.0
1018950164.0,40.806836,-73.9657343,C5,2.0,1413.0,3688.0,4.0,9.0,9.0,1896.0,922.0
1018950165.0,40.8068744,-73.9658246,H8,8.0,1413.0,3688.0,4.0,0.0,1.0,1896.0,922.0
1018960001.0,40.8075745,-73.9663661,D4,3.0,17490.0,138633.0,13.0,104.0,104.0,1912.0,10664.076923076924
1018960014.0,40.8072311,-73.9655029,D4,3.0,10092.0,64047.0,9.0,63.0,63.0,1912.0,7116.333333333333
1018960023.0,40.8071239,-73.9649719,O5,5.0,1770.0,9000.0,5.0,0.0,5.0,1912.0,1800.0
1018960032.0,40.8075138,-73.965398,D3,3.0,5046.0,30568.0,9.0,35.0,35.0,1912.0,3396.4444444444443
1018960043.0,40.8078379,-73.9662287,D3,3.0,22480.0,263040.0,15.0,178.0,178.0,1924.0,17536.0
1018960047.0,40.8082578,-73.9660153,H8,8.0,11446.0,60158.0,7.0,0.0,1.0,1902.0,8594.0
1018960051.0,40.8081781,-73.9658058,W6,8.0,2523.0,5525.0,4.0,0.0,1.0,1893.0,1381.25
1018960053.0,40.8080903,-73.9655964,D3,3.0,5046.0,28224.0,8.0,32.0,32.0,1910.0,3528.0
1018960056.0,40.8080079,-73.9653941,C4,2.0,2523.0,10270.0,6.0,12.0,12.0,1909.0,1711.6666666666667
1018960079.0,40.8081971,-73.9650509,W6,8.0,2523.0,12218.0,5.0,0.0,1.0,1906.0,2443.6
1018960080.0,40.8082631,-73.9652134,H8,8.0,7569.0,63500.0,10.0,0.0,1.0,1907.0,6350.0
1018960083.0,40.8083647,-73.9654553,H8,8.0,7569.0,62250.0,10.0,0.0,41.0,1907.0,6225.0
1018960087.0,40.8085102,-73.9656973,D3,3.0,5750.0,61819.0,12.0,35.0,35.0,1910.0,5151.583333333333
1018960090.0,40.8084032,-73.9658166,P2,8.0,3745.0,14756.0,5.0,0.0,1.0,1899.0,2951.2
1019010001.0,40.8033616,-73.9517538,D3,3.0,35321.0,205030.0,8.0,100.0,100.0,1901.0,25628.75
1019020038.0,40.8033936,-73.9494818,C0,2.0,1716.0,3400.0,3.0,3.0,3.0,1892.0,1133.3333333333333
1019020039.0,40.8034156,-73.9495324,B3,1.0,1716.0,3400.0,3.0,2.0,2.0,1892.0,1133.3333333333333
1019020040.0,40.8034623,-73.9496407,B1,1.0,1615.0,3328.0,3.0,2.0,2.0,1892.0,1109.3333333333333
1019020042.0,40.8035365,-73.9498212,C3,2.0,2018.0,3885.0,3.0,4.0,4.0,1897.0,1295.0
1019020044.0,40.8035887,-73.949944,C3,2.0,2018.0,3885.0,3.0,4.0,4.0,1897.0,1295.0
1019020045.0,40.8036161,-73.950009,C5,2.0,2119.0,3765.0,3.0,11.0,11.0,1898.0,1255.0
1012070049.0,40.7907907,-73.9672557,A9,1.0,1460.0,3241.0,3.0,1.0,1.0,1896.0,1080.3333333333333
1012070050.0,40.7908649,-73.9674326,D3,3.0,10067.0,39410.0,5.0,40.0,40.0,1896.0,7882.0
1012070146.0,40.7906946,-73.9670282,C3,2.0,1862.0,5411.0,4.0,4.0,4.0,1888.0,1352.75
1012070149.0,40.7907715,-73.9672052,C5,2.0,1717.0,3837.0,3.0,8.0,8.0,1888.0,1279.0
1012080011.0,40.7913287,-73.9673457,C1,2.0,2013.0,4828.0,3.0,7.0,7.0,1891.0,1609.3333333333333
1012080012.0,40.7912985,-73.9672735,A4,1.0,2013.0,4760.0,3.0,1.0,1.0,1891.0,1586.6666666666667
1012080013.0,40.791271,-73.9672121,C2,2.0,2014.0,6190.0,4.0,5.0,5.0,1891.0,1547.5
1012080014.0,40.7912463,-73.9671508,C5,2.0,2013.0,6060.0,4.0,7.0,7.0,1891.0,1515.0
1012080015.0,40.7911941,-73.9670244,C5,2.0,2013.0,6060.0,4.0,6.0,6.0,1891.0,1515.0
1012080016.0,40.7911722,-73.9669738,A9,1.0,1435.0,3050.0,3.0,1.0,1.0,1891.0,1016.6666666666666
1012080017.0,40.7911255,-73.9668619,B9,1.0,1787.0,3608.0,3.0,2.0,2.0,1887.0,1202.6666666666667
1012080018.0,40.7910788,-73.96675,C0,2.0,1787.0,3652.0,3.0,3.0,3.0,1887.0,1217.3333333333333
1012080019.0,40.7910541,-73.9666922,C0,2.0,1787.0,3927.0,3.0,3.0,3.0,1887.0,1309.0
1012080020.0,40.7910293,-73.9666308,C2,2.0,1980.0,4336.0,3.0,6.0,6.0,1887.0,1445.3333333333333
1012080021.0,40.7910074,-73.9665839,A4,1.0,1301.0,4725.0,4.0,1.0,1.0,1895.0,1181.25
1012080022.0,40.7909607,-73.966472,C5,2.0,3221.0,10609.0,4.0,10.0,10.0,1886.0,2652.25
1012080023.0,40.7909277,-73.9663925,C5,2.0,1762.0,4056.0,3.0,8.0,8.0,1886.0,1352.0
1012080024.0,40.7909057,-73.9663384,C1,2.0,1661.0,3959.0,3.0,9.0,9.0,1886.0,1319.6666666666667
1012080025.0,40.7908618,-73.9662337,B9,1.0,1611.0,3760.0,3.0,2.0,2.0,1886.0,1253.3333333333333
1012080026.0,40.7908371,-73.9661795,S4,4.0,1812.0,4904.0,4.0,4.0,5.0,1894.0,1226.0
1012080027.0,40.7908124,-73.9661217,C1,2.0,1812.0,4864.0,4.0,7.0,7.0,1894.0,1216.0
1019020046.0,40.8036711,-73.950139,B9,1.0,2018.0,3600.0,3.0,2.0,2.0,1898.0,1200.0
1019020047.0,40.8036986,-73.9502004,B9,1.0,2018.0,3600.0,3.0,2.0,2.0,1898.0,1200.0
1019020048.0,40.8037233,-73.9502618,B1,1.0,1917.0,3635.0,3.0,2.0,2.0,1898.0,1211.6666666666667
1019020049.0,40.80377,-73.9503737,C0,2.0,1716.0,4312.0,3.0,3.0,3.0,1896.0,1437.3333333333333
1019020050.0,40.803792,-73.9504243,B9,1.0,1716.0,3192.0,3.0,2.0,2.0,1896.0,1064.0
1019020051.0,40.8038359,-73.9505326,C5,2.0,1615.0,4444.0,4.0,10.0,10.0,1896.0,1111.0
1019020052.0,40.8038579,-73.9505831,C0,2.0,1615.0,4446.0,4.0,3.0,3.0,1896.0,1111.5
1019020056.0,40.8040173,-73.9509623,D1,3.0,7569.0,31516.0,6.0,30.0,30.0,1905.0,5252.666666666667
1019020137.0,40.8033716,-73.9494276,B9,1.0,1716.0,3332.0,3.0,2.0,2.0,1892.0,1110.6666666666667
1019020139.0,40.8034403,-73.9495901,A5,1.0,1615.0,2550.0,3.0,1.0,1.0,1892.0,850.0
1019020141.0,40.803509,-73.9497562,B1,1.0,2018.0,5200.0,3.0,2.0,2.0,1897.0,1733.3333333333333
1019020145.0,40.8036436,-73.950074,C0,2.0,2018.0,4904.0,3.0,3.0,3.0,1898.0,1634.6666666666667
1019020148.0,40.803748,-73.9503232,B9,1.0,1716.0,4456.0,3.0,2.0,2.0,1896.0,1485.3333333333333
1019020150.0,40.803814,-73.9504784,B9,1.0,1716.0,3808.0,3.0,2.0,2.0,1896.0,1269.3333333333333
1019027505.0,40.8034843,-73.9496949,R1,2.0,2018.0,4996.0,3.0,2.0,2.0,1897.0,1665.3333333333333
1019030004.0,40.8044729,-73.9508536,C0,2.0,1817.0,4355.0,4.0,3.0,3.0,1887.0,1088.75
1019030005.0,40.8044481,-73.9507958,C0,2.0,1817.0,4033.0,4.0,3.0,3.0,1887.0,1008.25
1019030006.0,40.8044261,-73.9507417,B1,1.0,1817.0,3910.0,4.0,2.0,2.0,1887.0,977.5
1019030007.0,40.8044014,-73.9506839,C0,2.0,1817.0,4035.0,4.0,3.0,3.0,1887.0,1008.75
1019030008.0,40.8043794,-73.9506297,C0,2.0,1817.0,4033.0,4.0,3.0,3.0,1887.0,1008.25
1019030009.0,40.8043547,-73.9505683,C3,2.0,1817.0,3832.0,4.0,4.0,4.0,1887.0,958.0
1019030010.0,40.80433,-73.9505142,C1,2.0,1817.0,6146.0,5.0,7.0,7.0,1887.0,1229.2
1019030011.0,40.8042778,-73.9503914,M1,8.0,6050.0,5587.0,2.0,0.0,1.0,1969.0,2793.5
1019030013.0,40.8042256,-73.950265,B1,1.0,2018.0,3924.0,3.0,2.0,2.0,1904.0,1308.0
1019030014.0,40.8041981,-73.9502,C0,2.0,2018.0,5232.0,3.0,3.0,3.0,1904.0,1744.0
1019030015.0,40.8041706,-73.9501386,C3,2.0,2018.0,3924.0,3.0,4.0,4.0,1899.0,1308.0
1019030016.0,40.8041459,-73.9500736,C3,2.0,2018.0,3640.0,3.0,4.0,4.0,1899.0,1213.3333333333333
1019030018.0,40.8040662,-73.9498859,C3,2.0,2018.0,3894.0,3.0,4.0,4.0,1899.0,1298.0
1019030020.0,40.804014,-73.9497595,B2,1.0,2018.0,6200.0,3.0,2.0,2.0,1900.0,2066.6666666666665
1019030021.0,40.8039865,-73.9496945,C3,2.0,2018.0,3764.0,3.0,4.0,4.0,1900.0,1254.6666666666667
1019030022.0,40.8039316,-73.9495681,C0,2.0,2018.0,5128.0,3.0,3.0,3.0,1900.0,1709.3333333333333
1019030023.0,40.8039069,-73.9495067,A5,1.0,2018.0,6373.0,4.0,1.0,1.0,1900.0,1593.25
1019030024.0,40.8038794,-73.9494453,C2,2.0,2018.0,3750.0,3.0,5.0,5.0,1900.0,1250.0
1019030025.0,40.8038547,-73.9493803,A4,1.0,2018.0,4480.0,3.0,1.0,1.0,1900.0,1493.3333333333333
1012080038.0,40.7910456,-73.9659085,B1,1.0,1678.0,3825.0,3.0,2.0,2.0,1894.0,1275.0
1012080039.0,40.7910703,-73.9659663,C3,2.0,1812.0,6526.0,4.0,4.0,4.0,1889.0,1631.5
1012080040.0,40.7911225,-73.9660891,C5,2.0,1812.0,4950.0,4.0,4.0,4.0,1889.0,1237.5
1012080041.0,40.7911472,-73.9661468,C5,2.0,2013.0,6220.0,4.0,10.0,10.0,1889.0,1555.0
1012080042.0,40.7911719,-73.9662082,C2,2.0,1812.0,4216.0,3.0,6.0,6.0,1892.0,1405.3333333333333
1012080043.0,40.7912241,-73.9663346,C2,2.0,1913.0,4400.0,3.0,5.0,5.0,1892.0,1466.6666666666667
1012080044.0,40.7912488,-73.9663924,C0,2.0,1812.0,3148.0,3.0,3.0,3.0,1892.0,1049.3333333333333
1012080045.0,40.7912736,-73.9664465,C5,2.0,1812.0,4396.0,4.0,8.0,8.0,1893.0,1099.0
1012080046.0,40.7913203,-73.9665621,C5,2.0,1800.0,4630.0,3.0,6.0,6.0,1893.0,1543.3333333333333
1012080047.0,40.791345,-73.9666198,C5,2.0,1812.0,4396.0,4.0,6.0,6.0,1893.0,1099.0
1012080048.0,40.7913697,-73.9666776,A5,1.0,1812.0,4104.0,3.0,1.0,1.0,1893.0,1368.0
1012080049.0,40.7914164,-73.9667895,B9,1.0,1862.0,4104.0,3.0,2.0,2.0,1893.0,1368.0
1012080050.0,40.7914548,-73.9668762,C5,2.0,3777.0,8356.0,3.5,19.0,19.0,1887.0,2387.4285714285716
1012080051.0,40.7914933,-73.9669664,A4,1.0,2013.0,5836.0,4.0,1.0,1.0,1887.0,1459.0
1012080114.0,40.7912216,-73.9670894,C1,2.0,2013.0,6060.0,4.0,7.0,7.0,1891.0,1515.0
1012080116.0,40.7911502,-73.9669197,C2,2.0,1988.0,4317.0,3.0,5.0,5.0,1887.0,1439.0
1012080117.0,40.7911007,-73.9668041,B3,1.0,1788.0,4842.0,3.5,2.0,2.0,1887.0,1383.4285714285713
1012080121.0,40.7909909,-73.9665442,C6,2.0,1250.0,4309.0,3.0,8.0,8.0,1895.0,1436.3333333333333
1012080124.0,40.7908838,-73.9662842,B1,1.0,1812.0,3957.0,3.0,2.0,2.0,1886.0,1319.0
1012080127.0,40.7907876,-73.9660603,C5,2.0,1913.0,5088.0,4.0,8.0,8.0,1894.0,1272.0
1012080137.0,40.7910264,-73.9658616,C3,2.0,1678.0,4124.0,3.0,4.0,4.0,1894.0,1374.6666666666667
1012080139.0,40.791095,-73.9660277,B9,1.0,1919.0,4709.0,4.0,2.0,2.0,1889.0,1177.25
1012080142.0,40.7911994,-73.9662732,C5,2.0,1913.0,4264.0,3.0,8.0,8.0,1892.0,1421.3333333333333
1012080145.0,40.7912955,-73.9665043,A9,1.0,1812.0,4104.0,3.0,1.0,1.0,1893.0,1368.0
1012080148.0,40.7913917,-73.9667318,C0,2.0,1812.0,4516.0,3.0,3.0,3.0,1893.0,1505.3333333333333
1012090013.0,40.7919022,-73.9667423,B1,1.0,1812.0,4095.0,3.0,2.0,2.0,1892.0,1365.0
1012090014.0,40.7918528,-73.9666268,B9,1.0,1812.0,4024.0,3.0,2.0,2.0,1892.0,1341.3333333333333
1012090015.0,40.791828,-73.9665726,A9,1.0,1812.0,4752.0,3.0,1.0,1.0,1892.0,1584.0
1012090016.0,40.7918033,-73.9665149,A9,1.0,1762.0,3860.0,3.0,1.0,1.0,1892.0,1286.6666666666667
1012090017.0,40.7917621,-73.9664138,A9,1.0,1611.0,3200.0,3.0,1.0,1.0,1889.0,1066.6666666666667
1012090018.0,40.7917401,-73.9663632,B1,1.0,1611.0,3200.0,3.0,2.0,2.0,1889.0,1066.6666666666667
1012090019.0,40.7916962,-73.9662549,C0,2.0,1762.0,4040.0,3.0,3.0,3.0,1887.0,1346.6666666666667
1012090020.0,40.7916715,-73.9661971,A9,1.0,1711.0,3758.0,3.0,1.0,1.0,1887.0,1252.6666666666667
1012090021.0,40.7916248,-73.9660888,C5,2.0,1745.0,4061.0,3.0,6.0,6.0,1887.0,1353.6666666666667
1012090022.0,40.7916001,-73.966031,C2,2.0,2013.0,5224.0,3.0,5.0,5.0,1893.0,1741.3333333333333
1012090023.0,40.7915753,-73.965966,A4,1.0,1913.0,5560.0,3.0,1.0,1.0,1893.0,1853.3333333333333
1012090024.0,40.7915259,-73.9658505,C0,2.0,1812.0,4347.0,3.0,3.0,3.0,1893.0,1449.0
1012090025.0,40.7915012,-73.9657927,C5,2.0,1913.0,5835.0,4.0,10.0,10.0,1899.0,1458.75
1012090026.0,40.7914765,-73.965735,C6,2.0,1812.0,5555.0,4.0,9.0,9.0,1899.0,1388.75
1012090027.0,40.791427,-73.9656194,C2,2.0,2013.0,5555.0,4.0,6.0,6.0,1899.0,1388.75
1012090028.0,40.7913996,-73.9655508,C5,2.0,2517.0,6895.0,4.0,10.0,10.0,1891.0,1723.75
1012090031.0,40.7913308,-73.9652294,C2,2.0,1000.0,5000.0,5.0,5.0,5.0,1893.0,1000.0
1012090032.0,40.7913775,-73.9651969,A4,1.0,1000.0,5084.0,5.0,1.0,1.0,1893.0,1016.8
1012090041.0,40.7917839,-73.9656915,C6,2.0,2013.0,6310.0,4.0,5.0,5.0,1892.0,1577.5
1012090042.0,40.7918113,-73.9657565,C5,2.0,2013.0,6310.0,4.0,10.0,10.0,1892.0,1577.5
1012090044.0,40.7918882,-73.9659406,C5,2.0,2013.0,6310.0,4.0,10.0,10.0,1892.0,1577.5
1012090045.0,40.7919157,-73.966002,C6,2.0,2013.0,6310.0,4.0,10.0,10.0,1892.0,1577.5
1012090046.0,40.7919404,-73.9660598,C4,2.0,1713.0,5355.0,5.0,9.0,9.0,1897.0,1071.0
1012090047.0,40.7919844,-73.9661681,S5,4.0,1717.0,5855.0,5.0,6.0,7.0,1897.0,1171.0
1012090048.0,40.7920091,-73.9662258,C5,2.0,1711.0,5355.0,5.0,10.0,10.0,1897.0,1071.0
1012090049.0,40.7920695,-73.9663667,D4,3.0,3926.0,20358.0,6.0,25.0,25.0,1961.0,3393.0
1012090051.0,40.7921272,-73.9665075,D4,3.0,5035.0,21258.0,6.0,12.0,12.0,1905.0,3543.0
1012090113.0,40.7918775,-73.9666882,A4,1.0,1813.0,4104.0,3.0,1.0,1.0,1892.0,1368.0
1012090116.0,40.7917841,-73.9664643,B1,1.0,1661.0,3347.0,5.0,2.0,2.0,1889.0,669.4
1019030026.0,40.8037997,-73.9492503,C0,2.0,2018.0,5480.0,3.0,3.0,3.0,1900.0,1826.6666666666667
1019030029.0,40.803602,-73.949041,C7,4.0,3281.0,14660.0,5.0,13.0,14.0,1896.0,2932.0
1019030031.0,40.8036843,-73.9489795,C7,4.0,3250.0,14570.0,5.0,8.0,10.0,1896.0,2914.0
1019030032.0,40.8037666,-73.9489217,K2,5.0,3253.0,6406.0,2.5,0.0,1.0,2006.0,2562.4
1019030038.0,40.8039972,-73.9489648,D1,3.0,5046.0,21156.0,6.0,16.0,16.0,1901.0,3526.0
1019030039.0,40.8040439,-73.9490695,C0,2.0,1817.0,4238.0,3.0,3.0,3.0,1901.0,1412.6666666666667
1019030040.0,40.8040906,-73.9491851,C0,2.0,1817.0,3000.0,3.0,3.0,3.0,1901.0,1000.0
1019030041.0,40.8041153,-73.9492429,B9,1.0,1817.0,3888.0,3.0,2.0,2.0,1901.0,1296.0
1019030042.0,40.8041648,-73.9493584,C5,2.0,2018.0,3482.0,3.0,4.0,4.0,1901.0,1160.6666666666667
1019030043.0,40.8041895,-73.9494198,C3,2.0,1817.0,3014.0,3.0,4.0,4.0,1901.0,1004.6666666666666
1019030044.0,40.8042362,-73.9495317,C3,2.0,1810.0,3014.0,3.0,4.0,4.0,1901.0,1004.6666666666666
1019030045.0,40.804261,-73.9495895,C3,2.0,1817.0,3014.0,3.0,4.0,4.0,1901.0,1004.6666666666666
1019030046.0,40.8042857,-73.9496473,C3,2.0,1817.0,3212.0,5.0,4.0,4.0,1901.0,642.4
1019030047.0,40.8043104,-73.9497051,M9,8.0,2018.0,4050.0,3.0,0.0,1.0,1898.0,1350.0
1019030048.0,40.8043654,-73.9498351,C5,2.0,2018.0,3822.0,3.0,6.0,6.0,1898.0,1274.0
1019030049.0,40.8043901,-73.9498964,C5,2.0,2018.0,5120.0,3.0,11.0,11.0,1898.0,1706.6666666666667
1019030050.0,40.8044176,-73.9499614,C3,2.0,2018.0,3668.0,3.0,4.0,4.0,1898.0,1222.6666666666667
1019030051.0,40.8044451,-73.9500228,C1,2.0,2018.0,5181.0,3.0,7.0,7.0,1896.0,1727.0
1019030052.0,40.8044973,-73.9501492,A5,1.0,2018.0,5096.0,3.0,1.0,1.0,1896.0,1698.6666666666667
1019030053.0,40.8045247,-73.9502142,C1,2.0,2018.0,3668.0,3.0,8.0,8.0,1896.0,1222.6666666666667
1019030054.0,40.8045495,-73.9502756,C4,2.0,2018.0,3999.0,3.0,6.0,6.0,1896.0,1333.0
1019030055.0,40.8045769,-73.950337,A5,1.0,1817.0,3780.0,3.0,1.0,1.0,1890.0,1260.0
1019030056.0,40.8046236,-73.9504489,C3,2.0,1800.0,2952.0,3.0,4.0,4.0,1890.0,984.0
1019030057.0,40.8046484,-73.9505067,C2,2.0,1817.0,2790.0,3.0,5.0,5.0,1890.0,930.0
1019030058.0,40.8046951,-73.9506186,C0,2.0,1817.0,4104.0,3.0,3.0,3.0,1890.0,1368.0
1019030059.0,40.8047171,-73.9506728,C4,2.0,1716.0,5888.0,4.0,4.0,4.0,1921.0,1472.0
1019030117.0,40.8040909,-73.9499472,C0,2.0,2018.0,3900.0,3.0,3.0,3.0,1899.0,1300.0
1019030121.0,40.8039591,-73.9496331,C5,2.0,2018.0,3750.0,3.0,9.0,9.0,1900.0,1250.0
1019030139.0,40.8040686,-73.9491273,B9,1.0,1817.0,3600.0,3.0,2.0,2.0,1895.0,1200.0
1019030141.0,40.8041401,-73.949297,C0,2.0,1817.0,3016.0,3.0,3.0,3.0,1895.0,1005.3333333333334
1019030143.0,40.8042143,-73.949474,B9,1.0,1817.0,3014.0,3.0,2.0,2.0,1895.0,1004.6666666666666
1019030147.0,40.8043379,-73.9497701,C3,2.0,2018.0,3668.0,3.0,4.0,4.0,1898.0,1222.6666666666667
1019030151.0,40.8044698,-73.9500842,C2,2.0,2018.0,3668.0,3.0,6.0,6.0,1896.0,1222.6666666666667
1019030155.0,40.8045989,-73.9503912,B2,1.0,1817.0,5004.0,3.0,2.0,2.0,1890.0,1668.0
1012090118.0,40.7917182,-73.9663091,A4,1.0,1762.0,3400.0,3.0,1.0,1.0,1889.0,1133.3333333333333
1012090120.0,40.7916495,-73.966143,A5,1.0,1711.0,3758.0,3.0,1.0,1.0,1887.0,1252.6666666666667
1012090123.0,40.7915479,-73.9659083,C5,2.0,1879.0,4492.0,3.0,5.0,5.0,1893.0,1497.3333333333333
1012090126.0,40.7914517,-73.9656772,C5,2.0,1812.0,5555.0,4.0,8.0,8.0,1899.0,1388.75
1012090142.0,40.7918388,-73.9658178,C5,2.0,2013.0,6310.0,4.0,10.0,10.0,1892.0,1577.5
1012090146.0,40.7919624,-73.9661139,C6,2.0,1711.0,5355.0,5.0,10.0,11.0,1897.0,1071.0
1012090148.0,40.7920311,-73.96628,C9,2.0,1812.0,7422.0,5.0,8.0,10.0,1897.0,1484.4
1012097503.0,40.7918635,-73.9658828,R1,2.0,2013.0,7654.0,,10.0,10.0,1892.0,7654.0
1012100004.0,40.7833605,-73.9777998,C7,4.0,2125.0,8125.0,5.0,8.0,9.0,1887.0,1625.0
1012100005.0,40.7831189,-73.9775326,D4,3.0,8480.0,90654.0,15.0,62.0,62.0,1923.0,6043.6
1012100023.0,40.7825642,-73.9762185,C7,4.0,2554.0,8730.0,5.0,8.0,11.0,1899.0,1746.0
1012100024.0,40.7825313,-73.9761426,I9,8.0,2554.0,9450.0,5.0,0.0,20.0,1899.0,1890.0
1012100025.0,40.7824983,-73.9760632,C5,2.0,2554.0,10410.0,4.0,14.0,14.0,1892.0,2602.5
1012100026.0,40.7824406,-73.9759332,H6,3.0,5849.0,30702.0,7.0,0.0,1.0,1899.0,4386.0
1012100038.0,40.7826794,-73.9757021,C5,2.0,1780.0,5670.0,4.0,14.0,15.0,1893.0,1417.5
1012100039.0,40.7827288,-73.9758212,C5,2.0,2043.0,6315.0,4.0,10.0,10.0,1893.0,1578.75
1019030157.0,40.8046731,-73.9505645,C3,2.0,1817.0,2790.0,3.0,4.0,4.0,1890.0,930.0
1019037502.0,40.8037667,-73.9491745,R1,2.0,2826.0,9837.0,,7.0,7.0,1896.0,9837.0
1019037504.0,40.8041184,-73.9500122,R1,2.0,2018.0,6519.0,3.0,4.0,4.0,1899.0,2173.0
1019040006.0,40.8050985,-73.9503872,C4,2.0,2725.0,10835.0,5.0,20.0,20.0,1888.0,2167.0
1019040007.0,40.8050655,-73.9503113,C3,2.0,2018.0,3252.0,3.0,4.0,4.0,1890.0,1084.0
1019040009.0,40.8050133,-73.9501849,C5,2.0,2018.0,4144.0,4.0,6.0,6.0,1890.0,1036.0
1019040010.0,40.8049583,-73.9500622,C3,2.0,2018.0,4124.0,3.0,4.0,4.0,1890.0,1374.6666666666667
1019040011.0,40.8049336,-73.9499972,B9,1.0,2018.0,4988.0,3.0,2.0,2.0,1898.0,1662.6666666666667
1019040012.0,40.8049061,-73.9499358,C5,2.0,2018.0,3789.0,3.0,7.0,7.0,1898.0,1263.0
1019040013.0,40.8048787,-73.9498708,C5,2.0,2018.0,3646.0,3.0,10.0,10.0,1898.0,1215.3333333333333
1019040014.0,40.8048292,-73.949748,C5,2.0,2018.0,4792.0,3.0,5.0,5.0,1898.0,1597.3333333333333
1019040015.0,40.8048017,-73.9496866,C5,2.0,2018.0,3885.0,3.0,10.0,10.0,1898.0,1295.0
1019040016.0,40.8047742,-73.9496216,A4,1.0,2018.0,4780.0,3.0,1.0,1.0,1898.0,1593.3333333333333
1019040017.0,40.8047468,-73.9495566,C5,2.0,2018.0,5172.0,3.0,7.0,7.0,1898.0,1724.0
1019040018.0,40.8047193,-73.9494953,A3,1.0,2018.0,4900.0,3.0,1.0,1.0,1898.0,1633.3333333333333
1019040019.0,40.8046671,-73.9493689,B1,1.0,2018.0,4980.0,3.0,2.0,2.0,1896.0,1660.0
