location_id,day,hour,mean_pickups,mean_dropoffs,mean_activity
166,friday,7,136.92,177.82,314.74
166,friday,8,192.47,298.63,491.1
166,friday,9,184.46,289.7,474.16
166,friday,10,171.25,233.37,404.62
166,friday,11,183.14,198.98,382.12
166,friday,12,202.43,201.02,403.45
166,friday,13,208.18,198.48,406.66
166,friday,14,209.26,196.23,405.49
166,friday,15,237.35,208.28,445.63
166,friday,16,237.08,196.06,433.14
166,friday,17,259.41,204.75,464.16
166,friday,18,249.42,213.75,463.17
166,friday,19,227.7,197.06,424.76
166,friday,20,203.63,175.9,379.53
166,friday,21,202.71,183.61,386.32
166,friday,22,192.69,196.93,389.62
166,friday,23,181.66,199.48,381.14
166,monday,0,79.65,106.04,185.69
166,monday,1,45.58,61.22,106.8
166,monday,2,29.3,35.65,64.95
166,monday,3,23.34,23.8,47.14
166,monday,4,29.0,22.82,51.82
166,monday,5,38.82,36.33,75.15
166,monday,6,63.94,90.42,154.36
166,monday,7,121.05,158.24,279.29
166,monday,8,174.6,272.38,446.98
166,monday,9,157.29,273.53,430.82
166,monday,10,142.48,235.71,378.19
166,monday,11,146.83,204.27,351.1
166,monday,12,161.32,194.58,355.9
166,monday,13,170.03,202.6,372.63
166,monday,14,180.64,206.57,387.21
166,monday,15,194.54,199.34,393.88
166,monday,16,203.23,198.0,401.23
166,monday,17,229.3,202.43,431.73
166,monday,18,215.58,202.73,418.31
166,monday,19,189.98,165.71,355.69
166,monday,20,185.72,146.66,332.38
166,monday,21,166.25,150.99,317.24
166,monday,22,142.68,144.11,286.79
166,monday,23,106.57,126.78,233.35
166,saturday,0,143.29,180.41,323.7
166,saturday,1,91.67,165.64,257.31
166,saturday,2,61.42,150.98,212.4
166,saturday,3,49.68,116.55,166.23
166,saturday,4,41.71,76.04,117.75
166,saturday,5,38.46,46.17,84.63
166,saturday,6,58.04,76.12,134.16
166,saturday,7,89.74,98.93,188.67
166,saturday,8,119.1,138.93,258.03
166,saturday,9,147.46,167.88,315.34
166,saturday,10,164.04,169.94,333.98
166,saturday,11,185.74,175.65,361.39
166,saturday,12,199.64,175.12,374.76
166,saturday,13,201.69,181.07,382.76
166,saturday,14,190.54,188.87,379.41
166,saturday,15,198.21,202.79,401.0
166,saturday,16,206.24,197.86,404.1
166,saturday,17,222.0,202.62,424.62
166,saturday,18,230.21,212.93,443.14
166,saturday,19,220.45,201.77,422.22
166,saturday,20,205.54,187.61,393.15
166,saturday,21,202.99,196.36,399.35
166,saturday,22,193.59,202.88,396.47
166,saturday,23,186.6,215.12,401.72
166,sunday,0,143.91,194.88,338.79
166,sunday,1,94.16,179.46,273.62
166,sunday,2,61.73,152.13,213.86
166,sunday,3,50.02,122.33,172.35
166,sunday,4,41.58,78.3,119.88
166,sunday,5,37.55,46.28,83.83
166,sunday,6,52.45,78.54,130.99
166,sunday,7,82.07,94.21,176.28
166,sunday,8,97.16,117.24,214.4
166,sunday,9,134.07,142.79,276.86
166,sunday,10,152.12,185.74,337.86
166,sunday,11,170.05,162.86,332.91
166,sunday,12,181.62,167.02,348.64
166,sunday,13,178.63,173.82,352.45
166,sunday,14,175.64,183.38,359.02
166,sunday,15,172.91,192.78,365.69
166,sunday,16,169.21,179.39,348.6
166,sunday,17,178.22,178.1,356.32
166,sunday,18,178.19,182.4,360.59
166,sunday,19,164.94,170.04,334.98
166,sunday,20,148.62,165.47,314.09
166,sunday,21,132.21,173.62,305.83
166,sunday,22,121.9,167.43,289.33
166,sunday,23,110.72,156.16,266.88
166,thursday,0,91.64,103.4,195.04
166,thursday,1,49.89,62.78,112.67
166,thursday,2,32.69,40.98,73.67
166,thursday,3,26.45,27.57,54.02
166,thursday,4,30.07,23.41,53.48
166,thursday,5,39.42,38.4,77.82
166,thursday,6,68.71,96.42,165.13
166,thursday,7,133.93,175.08,309.01
166,thursday,8,201.18,317.59,518.77
166,thursday,9,182.6,310.99,493.59
166,thursday,10,171.12,268.7,439.82
166,thursday,11,173.98,225.3,399.28
166,thursday,12,195.13,216.11,411.24
166,thursday,13,200.34,217.04,417.38
166,thursday,14,214.55,219.89,434.44
166,thursday,15,229.74,220.52,450.26
166,thursday,16,246.84,213.11,459.95
166,thursday,17,277.82,227.42,505.24
166,thursday,18,271.84,231.14,502.98
166,thursday,19,245.33,189.6,434.93
166,thursday,20,235.11,178.41,413.52
166,thursday,21,219.21,185.65,404.86
166,thursday,22,203.51,190.78,394.29
166,thursday,23,162.07,178.42,340.49
166,tuesday,0,73.02,81.8,154.82
166,tuesday,1,35.41,46.23,81.64
166,tuesday,2,23.48,28.57,52.05
166,tuesday,3,21.11,17.44,38.55
166,tuesday,4,26.67,18.7,45.37
166,tuesday,5,37.34,36.93,74.27
166,tuesday,6,66.38,97.37,163.75
166,tuesday,7,134.56,169.56,304.12
166,tuesday,8,198.02,307.41,505.43
166,tuesday,9,172.18,312.8,484.98
166,tuesday,10,156.62,267.69,424.31
166,tuesday,11,158.37,218.71,377.08
166,tuesday,12,180.84,206.39,387.23
166,tuesday,13,187.34,209.45,396.79
166,tuesday,14,199.43,213.3,412.73
166,tuesday,15,212.39,211.95,424.34
166,tuesday,16,225.97,206.95,432.92
166,tuesday,17,257.07,217.52,474.59
166,tuesday,18,247.2,225.29,472.49
166,tuesday,19,218.65,179.31,397.96
166,tuesday,20,210.16,164.22,374.38
166,tuesday,21,191.51,166.44,357.95
166,tuesday,22,160.4,166.43,326.83
166,tuesday,23,120.52,144.6,265.12
166,wednesday,0,80.13,91.89,172.02
166,wednesday,1,42.56,50.32,92.88
166,wednesday,2,28.14,32.62,60.76
166,wednesday,3,23.18,20.98,44.16
166,wednesday,4,27.8,19.9,47.7
166,wednesday,5,35.73,36.65,72.38
166,wednesday,6,67.25,92.25,159.5
166,wednesday,7,133.97,169.97,303.94
166,wednesday,8,203.31,328.06,531.37
166,wednesday,9,180.48,333.75,514.23
166,wednesday,10,161.48,271.66,433.14
166,wednesday,11,170.45,221.82,392.27
166,wednesday,12,191.32,214.42,405.74
166,wednesday,13,190.13,217.25,407.38
166,wednesday,14,200.74,214.6,415.34
166,wednesday,15,217.6,210.47,428.07
166,wednesday,16,242.49,205.3,447.79
166,wednesday,17,270.48,223.66,494.14
166,wednesday,18,259.02,229.79,488.81
166,wednesday,19,236.8,189.84,426.64
166,wednesday,20,223.13,171.3,394.43
166,wednesday,21,200.7,179.86,380.56
166,wednesday,22,169.89,177.23,347.12
166,wednesday,23,136.87,160.07,296.94
167,friday,0,72.11,115.73,187.84
167,friday,1,42.3,71.08,113.38
167,friday,2,29.98,45.28,75.26
167,friday,3,27.33,31.12,58.45
167,friday,4,37.02,23.09,60.11
167,friday,5,65.18,21.25,86.43
167,friday,6,115.48,44.26,159.74
167,friday,7,212.89,126.34,339.23
167,friday,8,233.82,174.94,408.76
167,friday,9,174.35,138.83,313.18
167,friday,10,126.23,94.07,220.3
167,friday,11,110.43,87.78,198.21
167,friday,12,110.92,96.22,207.14
167,friday,13,122.86,102.8,225.66
167,friday,14,143.57,113.9,257.47
167,friday,15,147.56,133.21,280.77
167,friday,16,145.64,149.95,295.59
167,friday,17,151.72,160.96,312.68
167,friday,18,144.56,165.27,309.83
167,friday,19,143.95,163.05,307.0
167,friday,20,133.93,161.43,295.36
167,friday,21,130.64,160.07,290.71
167,friday,22,135.96,166.7,302.66
167,friday,23,133.06,171.13,304.19
167,monday,0,75.85,116.29,192.14
167,monday,1,43.07,66.39,109.46
167,monday,2,29.86,41.47,71.33
167,monday,3,27.08,28.91,55.99
167,monday,4,37.09,22.16,59.25
167,monday,5,59.02,21.13,80.15
167,monday,6,106.39,42.84,149.23
167,monday,7,190.19,113.03,303.22
167,monday,8,208.32,148.27,356.59
167,monday,9,149.36,119.2,268.56
167,monday,10,102.81,80.58,183.39
167,monday,11,86.39,71.52,157.91
167,monday,12,87.19,75.68,162.87
167,monday,13,96.93,78.28,175.21
167,monday,14,111.39,92.22,203.61
167,monday,15,114.56,105.09,219.65
167,monday,16,111.07,117.9,228.97
167,monday,17,111.31,130.43,241.74
167,monday,18,95.34,129.19,224.53
167,monday,19,87.2,111.41,198.61
167,monday,20,77.12,106.0,183.12
167,monday,21,77.48,100.42,177.9
167,monday,22,82.17,98.89,181.06
167,monday,23,82.26,105.24,187.5
167,saturday,0,106.45,160.5,266.95
167,saturday,1,74.4,115.94,190.34
167,saturday,2,56.45,86.82,143.27
167,saturday,3,48.99,66.76,115.75
167,saturday,4,49.63,51.51,101.14
167,saturday,5,52.4,34.78,87.18
167,saturday,6,77.02,36.86,113.88
167,saturday,7,98.6,65.27,163.87
167,saturday,8,112.45,77.1,189.55
167,saturday,9,121.75,77.99,199.74
167,saturday,10,114.55,78.55,193.1
167,saturday,11,112.98,81.78,194.76
167,saturday,12,114.45,88.57,203.02
167,saturday,13,123.59,96.02,219.61
167,saturday,14,134.6,111.62,246.22
167,saturday,15,139.01,127.05,266.06
167,saturday,16,134.81,128.95,263.76
167,saturday,17,134.32,136.63,270.95
167,saturday,18,141.72,143.17,284.89
167,saturday,19,144.94,150.46,295.4
167,saturday,20,145.6,163.41,309.01
167,saturday,21,145.41,169.02,314.43
167,saturday,22,150.88,178.97,329.85
167,saturday,23,152.39,186.06,338.45
167,sunday,0,126.04,177.93,303.97
167,sunday,1,92.74,134.41,227.15
167,sunday,2,69.24,102.01,171.25
167,sunday,3,59.88,79.45,139.33
167,sunday,4,56.71,65.63,122.34
167,sunday,5,54.12,41.31,95.43
167,sunday,6,66.75,35.8,102.55
167,sunday,7,83.42,56.55,139.97
167,sunday,8,82.21,62.94,145.15
167,sunday,9,98.74,67.95,166.69
167,sunday,10,104.9,81.9,186.8
167,sunday,11,102.57,87.47,190.04
167,sunday,12,101.07,84.89,185.96
167,sunday,13,108.99,89.15,198.14
167,sunday,14,120.13,98.37,218.5
167,sunday,15,123.68,113.26,236.94
167,sunday,16,115.87,112.55,228.42
167,sunday,17,110.5,111.36,221.86
167,sunday,18,111.03,118.77,229.8
167,sunday,19,111.13,122.83,233.96
167,sunday,20,109.41,126.21,235.62
167,sunday,21,110.55,129.04,239.59
167,sunday,22,109.67,132.64,242.31
167,sunday,23,105.21,137.44,242.65
167,thursday,0,67.01,105.06,172.07
167,thursday,1,38.27,60.95,99.22
167,thursday,2,27.6,39.81,67.41
167,thursday,3,25.76,26.01,51.77
167,thursday,4,34.97,20.45,55.42
167,thursday,5,62.8,19.21,82.01
167,thursday,6,117.47,41.56,159.03
167,thursday,7,214.66,124.09,338.75
167,thursday,8,234.13,171.8,405.93
167,thursday,9,173.6,132.25,305.85
167,thursday,10,124.28,91.83,216.11
167,thursday,11,103.2,83.0,186.2
167,thursday,12,98.14,87.67,185.81
167,thursday,13,112.41,89.39,201.8
167,thursday,14,132.64,105.94,238.58
167,thursday,15,133.04,123.88,256.92
167,thursday,16,136.57,140.6,277.17
167,thursday,17,141.36,155.16,296.52
167,thursday,18,126.66,158.56,285.22
167,thursday,19,121.27,144.45,265.72
167,thursday,20,103.89,140.69,244.58
167,thursday,21,98.17,130.17,228.34
167,thursday,22,100.84,129.51,230.35
167,thursday,23,102.77,134.49,237.26
167,tuesday,0,55.65,88.67,144.32
167,tuesday,1,30.44,47.79,78.23
167,tuesday,2,21.25,31.34,52.59
167,tuesday,3,20.84,19.3,40.14
167,tuesday,4,30.78,14.68,45.46
167,tuesday,5,57.4,16.48,73.88
167,tuesday,6,107.7,39.43,147.13
167,tuesday,7,210.47,123.81,334.28
167,tuesday,8,222.58,163.68,386.26
167,tuesday,9,157.97,127.44,285.41
167,tuesday,10,109.72,86.69,196.41
167,tuesday,11,91.74,75.91,167.65
167,tuesday,12,89.16,79.14,168.3
167,tuesday,13,101.07,81.04,182.11
167,tuesday,14,121.57,97.85,219.42
167,tuesday,15,121.38,115.64,237.02
167,tuesday,16,120.08,127.4,247.48
167,tuesday,17,124.73,140.88,265.61
167,tuesday,18,103.08,140.83,243.91
167,tuesday,19,98.6,125.71,224.31
167,tuesday,20,86.38,118.75,205.13
167,tuesday,21,82.43,108.84,191.27
167,tuesday,22,86.97,107.16,194.13
167,tuesday,23,84.41,115.24,199.65
167,wednesday,0,59.57,98.2,157.77
167,wednesday,1,33.05,53.75,86.8
167,wednesday,2,24.03,36.07,60.1
167,wednesday,3,23.16,24.66,47.82
167,wednesday,4,31.91,16.75,48.66
167,wednesday,5,58.66,18.09,76.75
167,wednesday,6,110.33,40.68,151.01
167,wednesday,7,212.4,124.51,336.91
167,wednesday,8,226.94,167.44,394.38
167,wednesday,9,163.75,131.0,294.75
167,wednesday,10,115.74,86.92,202.66
167,wednesday,11,98.25,78.36,176.61
167,wednesday,12,96.17,81.76,177.93
167,wednesday,13,109.43,90.48,199.91
167,wednesday,14,127.68,106.2,233.88
167,wednesday,15,125.67,123.42,249.09
167,wednesday,16,127.16,134.59,261.75
167,wednesday,17,131.71,148.43,280.14
167,wednesday,18,116.03,148.08,264.11
167,wednesday,19,108.86,139.63,248.49
167,wednesday,20,92.02,129.22,221.24
167,wednesday,21,91.48,118.89,210.37
167,wednesday,22,92.96,116.93,209.89
167,wednesday,23,93.69,123.05,216.74
168,friday,0,144.23,176.0,320.23
168,friday,1,92.54,110.63,203.17
168,friday,2,64.51,76.26,140.77
168,friday,3,57.73,60.43,118.16
168,friday,4,76.63,62.98,139.61
168,friday,5,100.75,77.02,177.77
168,friday,6,176.96,137.12,314.08
168,friday,7,323.64,313.48,637.12
168,friday,8,329.63,332.64,662.27
168,friday,9,249.5,267.44,516.94
168,friday,10,196.5,193.39,389.89
168,friday,11,182.63,180.03,362.66
168,friday,12,190.84,182.22,373.06
168,friday,13,208.08,187.45,395.53
168,friday,14,228.6,197.47,426.07
168,friday,15,235.58,220.03,455.61
168,friday,16,257.38,241.9,499.28
168,friday,17,281.83,271.12,552.95
168,friday,18,282.95,288.96,571.91
168,friday,19,270.28,287.06,557.34
168,friday,20,256.85,278.7,535.55
168,friday,21,243.76,262.93,506.69
168,friday,22,254.72,262.83,517.55
168,friday,23,248.37,270.71,519.08
168,monday,0,132.7,164.69,297.39
168,monday,1,84.78,103.75,188.53
168,monday,2,57.75,68.83,126.58
168,monday,3,50.11,52.94,103.05
168,monday,4,67.98,59.89,127.87
168,monday,5,93.57,79.01,172.58
168,monday,6,160.83,132.85,293.68
168,monday,7,281.68,266.58,548.26
168,monday,8,290.87,285.31,576.18
168,monday,9,211.5,233.68,445.18
168,monday,10,158.69,159.66,318.35
168,monday,11,143.9,139.1,283.0
168,monday,12,148.89,139.0,287.89
168,monday,13,152.87,142.0,294.87
168,monday,14,173.31,156.54,329.85
168,monday,15,180.42,175.0,355.42
168,monday,16,195.87,191.45,387.32
168,monday,17,212.68,213.21,425.89
168,monday,18,195.8,213.34,409.14
168,monday,19,164.56,191.31,355.87
168,monday,20,152.46,180.62,333.08
168,monday,21,135.78,166.72,302.5
168,monday,22,145.22,161.56,306.78
168,monday,23,131.69,161.59,293.28
168,saturday,0,220.14,242.36,462.5
168,saturday,1,164.61,182.98,347.59
168,saturday,2,118.49,141.49,259.98
168,saturday,3,96.34,119.03,215.37
168,saturday,4,91.83,114.37,206.2
168,saturday,5,97.25,89.37,186.62
168,saturday,6,128.1,96.46,224.56
168,saturday,7,162.09,132.12,294.21
168,saturday,8,186.4,145.83,332.23
168,saturday,9,206.45,168.71,375.16
168,saturday,10,205.85,173.01,378.86
168,saturday,11,208.25,180.57,388.82
168,saturday,12,215.74,193.73,409.47
168,saturday,13,223.02,206.77,429.79
168,saturday,14,240.33,218.4,458.73
168,saturday,15,248.84,241.94,490.78
168,saturday,16,243.74,243.2,486.94
168,saturday,17,252.06,252.74,504.8
168,saturday,18,266.8,266.82,533.62
168,saturday,19,267.87,279.32,547.19
168,saturday,20,271.13,291.97,563.1
168,saturday,21,269.74,294.79,564.53
168,saturday,22,278.71,285.77,564.48
168,saturday,23,271.69,290.15,561.84
168,sunday,0,246.42,264.07,510.49
168,sunday,1,200.21,218.38,418.59
168,sunday,2,149.44,164.31,313.75
168,sunday,3,117.46,136.93,254.39
168,sunday,4,99.66,127.55,227.21
168,sunday,5,100.56,101.57,202.13
168,sunday,6,114.55,77.47,192.02
168,sunday,7,144.84,110.05,254.89
168,sunday,8,131.99,110.14,242.13
168,sunday,9,154.37,127.13,281.5
168,sunday,10,173.71,149.78,323.49
168,sunday,11,180.4,149.02,329.42
168,sunday,12,176.15,155.02,331.17
168,sunday,13,183.16,166.71,349.87
168,sunday,14,196.93,178.7,375.63
168,sunday,15,201.17,206.5,407.67
168,sunday,16,194.7,205.11,399.81
168,sunday,17,192.83,203.69,396.52
168,sunday,18,204.56,205.78,410.34
168,sunday,19,201.07,212.52,413.59
168,sunday,20,198.43,219.22,417.65
168,sunday,21,197.04,219.19,416.23
168,sunday,22,194.54,213.98,408.52
168,sunday,23,172.22,207.67,379.89
168,thursday,0,126.41,154.61,281.02
168,thursday,1,81.4,96.64,178.04
168,thursday,2,57.96,65.65,123.61
168,thursday,3,52.88,52.61,105.49
168,thursday,4,73.69,57.73,131.42
168,thursday,5,97.22,71.2,168.42
168,thursday,6,174.36,135.61,309.97
168,thursday,7,320.86,311.61,632.47
168,thursday,8,332.31,319.28,651.59
168,thursday,9,245.49,269.78,515.27
168,thursday,10,191.98,191.78,383.76
168,thursday,11,174.2,168.27,342.47
168,thursday,12,175.17,166.35,341.52
168,thursday,13,183.81,170.01,353.82
168,thursday,14,207.41,181.99,389.4
168,thursday,15,218.26,205.3,423.56
168,thursday,16,242.81,228.56,471.37
168,thursday,17,265.57,253.09,518.66
168,thursday,18,250.63,257.63,508.26
168,thursday,19,219.62,245.43,465.05
168,thursday,20,204.84,231.57,436.41
168,thursday,21,186.57,217.04,403.61
168,thursday,22,191.14,208.55,399.69
168,thursday,23,179.93,211.35,391.28
168,tuesday,0,103.75,131.0,234.75
168,tuesday,1,60.87,77.17,138.04
168,tuesday,2,44.74,48.6,93.34
168,tuesday,3,41.21,40.63,81.84
168,tuesday,4,62.47,48.66,111.13
168,tuesday,5,90.36,69.05,159.41
168,tuesday,6,165.11,133.3,298.41
168,tuesday,7,299.08,289.56,588.64
168,tuesday,8,308.56,301.93,610.49
168,tuesday,9,225.34,251.8,477.14
168,tuesday,10,169.69,176.0,345.69
168,tuesday,11,151.75,153.78,305.53
168,tuesday,12,151.51,147.51,299.02
168,tuesday,13,163.03,152.3,315.33
168,tuesday,14,185.2,163.65,348.85
168,tuesday,15,193.22,183.5,376.72
168,tuesday,16,217.31,201.02,418.33
168,tuesday,17,234.75,225.42,460.17
168,tuesday,18,215.58,229.04,444.62
168,tuesday,19,185.66,208.5,394.16
168,tuesday,20,173.7,201.32,375.02
168,tuesday,21,152.26,180.96,333.22
168,tuesday,22,158.7,178.87,337.57
168,tuesday,23,144.35,175.7,320.05
168,wednesday,0,112.74,138.17,250.91
168,wednesday,1,70.94,83.19,154.13
168,wednesday,2,51.61,57.84,109.45
168,wednesday,3,46.34,46.63,92.97
168,wednesday,4,65.64,51.66,117.3
168,wednesday,5,92.51,66.32,158.83
168,wednesday,6,165.25,128.56,293.81
168,wednesday,7,308.93,299.38,608.31
168,wednesday,8,319.64,309.7,629.34
168,wednesday,9,238.92,258.89,497.81
168,wednesday,10,175.99,182.02,358.01
168,wednesday,11,159.69,159.1,318.79
168,wednesday,12,166.14,157.13,323.27
168,wednesday,13,179.04,163.75,342.79
168,wednesday,14,198.3,172.65,370.95
168,wednesday,15,205.93,193.34,399.27
168,wednesday,16,225.27,208.02,433.29
168,wednesday,17,248.7,239.28,487.98
168,wednesday,18,238.27,244.76,483.03
168,wednesday,19,205.25,232.43,437.68
168,wednesday,20,185.9,217.86,403.76
168,wednesday,21,172.85,201.07,373.92
168,wednesday,22,175.41,195.48,370.89
168,wednesday,23,160.17,193.39,353.56
169,friday,0,104.52,132.7,237.22
169,friday,1,62.84,80.51,143.35
169,friday,2,43.99,53.76,97.75
169,friday,3,35.53,38.33,73.86
169,friday,4,42.54,36.5,79.04
169,friday,5,64.27,44.85,109.12
169,friday,6,123.92,93.65,217.57
169,friday,7,208.94,125.98,334.92
169,friday,8,254.93,206.69,461.62
169,friday,9,193.42,199.74,393.16
169,friday,10,154.83,141.98,296.81
169,friday,11,141.55,122.28,263.83
169,friday,12,143.61,125.43,269.04
169,friday,13,153.77,136.66,290.43
169,friday,14,164.88,140.16,305.04
169,friday,15,169.98,145.98,315.96
169,friday,16,179.26,156.36,335.62
169,friday,17,201.07,174.35,375.42
169,friday,18,197.34,188.98,386.32
169,friday,19,198.99,187.3,386.29
169,friday,20,182.08,191.86,373.94
169,friday,21,171.14,189.56,360.7
169,friday,22,176.12,194.2,370.32
169,friday,23,172.98,198.62,371.6
169,monday,0,112.11,137.96,250.07
169,monday,1,69.61,84.07,153.68
169,monday,2,47.7,59.52,107.22
169,monday,3,38.9,44.5,83.4
169,monday,4,44.25,40.25,84.5
169,monday,5,65.07,47.75,112.82
169,monday,6,114.85,92.43,207.28
169,monday,7,189.61,115.66,305.27
169,monday,8,229.15,181.92,411.07
169,monday,9,173.37,181.43,354.8
169,monday,10,130.93,124.05,254.98
169,monday,11,115.33,106.95,222.28
169,monday,12,118.92,102.52,221.44
169,monday,13,126.75,110.37,237.12
169,monday,14,140.39,122.43,262.82
169,monday,15,135.5,126.56,262.06
169,monday,16,145.67,131.45,277.12
169,monday,17,157.06,142.22,299.28
169,monday,18,140.39,152.52,292.91
169,monday,19,131.32,132.76,264.08
169,monday,20,113.93,128.89,242.82
169,monday,21,104.55,123.53,228.08
169,monday,22,108.62,119.04,227.66
169,monday,23,101.51,120.79,222.3
169,saturday,0,154.86,186.13,340.99
169,saturday,1,109.4,132.64,242.04
169,saturday,2,81.98,102.74,184.72
169,saturday,3,67.32,80.3,147.62
169,saturday,4,58.64,75.93,134.57
169,saturday,5,67.67,58.18,125.85
169,saturday,6,94.57,81.3,175.87
169,saturday,7,126.97,84.69,211.66
169,saturday,8,150.46,99.96,250.42
169,saturday,9,156.83,98.58,255.41
169,saturday,10,144.49,100.57,245.06
169,saturday,11,138.84,104.85,243.69
169,saturday,12,141.54,110.04,251.58
169,saturday,13,149.45,118.36,267.81
169,saturday,14,163.57,134.36,297.93
169,saturday,15,171.39,145.7,317.09
169,saturday,16,169.76,156.84,326.6
169,saturday,17,172.0,163.04,335.04
169,saturday,18,183.93,184.4,368.33
169,saturday,19,200.6,191.85,392.45
169,saturday,20,201.62,208.88,410.5
169,saturday,21,197.86,214.0,411.86
169,saturday,22,199.34,214.63,413.97
169,saturday,23,203.05,220.11,423.16
169,sunday,0,192.37,214.37,406.74
169,sunday,1,146.67,167.59,314.26
169,sunday,2,106.88,131.69,238.57
169,sunday,3,86.37,105.38,191.75
169,sunday,4,74.88,98.44,173.32
169,sunday,5,70.66,67.22,137.88
169,sunday,6,89.61,79.6,169.21
169,sunday,7,110.8,78.6,189.4
169,sunday,8,104.39,70.99,175.38
169,sunday,9,112.64,65.06,177.7
169,sunday,10,139.64,89.71,229.35
169,sunday,11,121.5,93.5,215.0
169,sunday,12,122.46,98.88,221.34
169,sunday,13,130.64,100.78,231.42
169,sunday,14,139.36,114.55,253.91
169,sunday,15,147.12,127.11,274.23
169,sunday,16,147.46,134.91,282.37
169,sunday,17,142.79,139.26,282.05
169,sunday,18,146.25,157.85,304.1
169,sunday,19,159.89,160.16,320.05
169,sunday,20,152.1,167.48,319.58
169,sunday,21,150.84,171.6,322.44
169,sunday,22,150.93,165.75,316.68
169,sunday,23,142.1,166.55,308.65
169,thursday,0,97.8,119.02,216.82
169,thursday,1,58.83,68.43,127.26
169,thursday,2,41.64,47.43,89.07
169,thursday,3,33.75,34.16,67.91
169,thursday,4,38.56,33.32,71.88
169,thursday,5,60.9,43.09,103.99
169,thursday,6,120.16,94.68,214.84
169,thursday,7,208.7,120.91,329.61
169,thursday,8,248.07,199.0,447.07
169,thursday,9,186.45,195.7,382.15
169,thursday,10,143.51,137.23,280.74
169,thursday,11,131.79,114.16,245.95
169,thursday,12,135.02,116.93,251.95
169,thursday,13,144.03,121.23,265.26
169,thursday,14,158.26,135.72,293.98
169,thursday,15,158.17,139.86,298.03
169,thursday,16,168.3,148.84,317.14
169,thursday,17,185.57,161.68,347.25
169,thursday,18,170.57,172.02,342.59
169,thursday,19,165.22,162.35,327.57
169,thursday,20,143.5,156.65,300.15
169,thursday,21,131.03,152.96,283.99
169,thursday,22,129.07,150.1,279.17
169,thursday,23,127.74,153.41,281.15
169,tuesday,0,78.71,97.84,176.55
169,tuesday,1,44.93,53.18,98.11
169,tuesday,2,32.14,38.3,70.44
169,tuesday,3,24.65,25.84,50.49
169,tuesday,4,33.48,25.62,59.1
169,tuesday,5,56.07,40.0,96.07
169,tuesday,6,117.3,91.06,208.36
169,tuesday,7,207.71,122.07,329.78
169,tuesday,8,236.89,198.52,435.41
169,tuesday,9,178.75,193.66,372.41
169,tuesday,10,139.14,132.77,271.91
169,tuesday,11,121.25,109.72,230.97
169,tuesday,12,123.43,108.72,232.15
169,tuesday,13,132.6,113.26,245.86
169,tuesday,14,149.81,127.34,277.15
169,tuesday,15,145.8,129.41,275.21
169,tuesday,16,155.39,139.65,295.04
169,tuesday,17,168.25,149.26,317.51
169,tuesday,18,150.75,159.5,310.25
169,tuesday,19,144.41,142.34,286.75
169,tuesday,20,123.1,136.78,259.88
169,tuesday,21,113.2,131.57,244.77
169,tuesday,22,112.49,128.37,240.86
169,tuesday,23,106.56,131.59,238.15
169,wednesday,0,85.87,106.86,192.73
169,wednesday,1,53.55,62.2,115.75
169,wednesday,2,38.46,42.57,81.03
169,wednesday,3,30.6,30.71,61.31
169,wednesday,4,35.84,28.66,64.5
169,wednesday,5,60.0,39.84,99.84
169,wednesday,6,112.49,91.16,203.65
169,wednesday,7,205.66,119.32,324.98
169,wednesday,8,246.62,198.69,445.31
169,wednesday,9,184.0,194.74,378.74
169,wednesday,10,141.43,140.32,281.75
169,wednesday,11,127.92,112.61,240.53
169,wednesday,12,132.43,109.49,241.92
169,wednesday,13,140.45,122.62,263.07
169,wednesday,14,154.25,131.48,285.73
169,wednesday,15,147.59,134.97,282.56
169,wednesday,16,159.85,143.34,303.19
169,wednesday,17,179.57,155.99,335.56
169,wednesday,18,162.72,166.83,329.55
169,wednesday,19,156.41,152.82,309.23
169,wednesday,20,133.48,147.39,280.87
169,wednesday,21,121.98,143.08,265.06
169,wednesday,22,119.38,139.79,259.17
169,wednesday,23,116.63,144.12,260.75
170,friday,0,296.92,349.7,646.62
170,friday,1,171.38,213.22,384.6
170,friday,2,95.96,115.25,211.21
170,friday,3,66.35,66.27,132.62
170,friday,4,88.07,52.28,140.35
170,friday,5,112.24,67.89,180.13
170,friday,6,199.1,149.02,348.12
170,friday,7,300.26,288.79,589.05
170,friday,8,405.36,447.56,852.92
170,friday,9,417.28,505.39,922.67
170,friday,10,429.52,460.75,890.27
170,friday,11,445.92,439.6,885.52
170,friday,12,471.76,432.99,904.75
170,friday,13,471.24,451.02,922.26
170,friday,14,490.25,456.94,947.19
170,friday,15,492.98,472.75,965.73
170,friday,16,521.25,481.11,1002.36
170,friday,17,610.84,519.38,1130.22
170,friday,18,722.21,549.94,1272.15
170,friday,19,763.34,558.85,1322.19
170,friday,20,659.27,550.28,1209.55
170,friday,21,570.68,565.61,1136.29
170,friday,22,565.94,613.17,1179.11
170,friday,23,524.76,599.38,1124.14
170,monday,0,113.43,177.61,291.04
170,monday,1,65.89,96.56,162.45
170,monday,2,42.52,50.03,92.55
170,monday,3,37.0,34.16,71.16
170,monday,4,58.22,36.58,94.8
170,monday,5,92.3,60.35,152.65
170,monday,6,188.75,150.07,338.82
170,monday,7,299.51,312.96,612.47
170,monday,8,430.84,481.98,912.82
170,monday,9,422.64,536.93,959.57
