location_id,day,hour,mean_pickups,mean_dropoffs,mean_activity
1,friday,0,0.05,6.02,6.07
1,friday,1,0.03,5.78,5.81
1,friday,2,0.05,12.75,12.8
1,friday,3,0.14,68.3,68.44
1,friday,4,0.34,272.26,272.6
1,friday,5,0.71,461.45,462.16
1,friday,6,0.67,471.74,472.41
1,friday,7,0.35,384.53,384.88
1,friday,8,0.52,326.67,327.19
1,friday,9,0.49,269.7,270.19
1,friday,10,0.6,256.75,257.35
1,friday,11,0.52,254.13,254.65
1,friday,12,0.72,304.25,304.97
1,friday,13,1.08,331.39,332.47
1,friday,14,1.54,377.57,379.11
1,friday,15,1.54,393.29,394.83
1,friday,16,1.33,357.8,359.13
1,friday,17,1.48,319.11,320.59
1,friday,18,1.25,287.52,288.77
1,friday,19,0.78,177.5,178.28
1,friday,20,0.54,102.12,102.66
1,friday,21,0.19,55.97,56.16
1,friday,22,0.16,27.36,27.52
1,friday,23,0.05,12.33,12.38
1,monday,0,0.11,5.64,5.75
1,monday,1,0.11,5.48,5.59
1,monday,2,0.05,13.92,13.97
1,monday,3,0.1,63.38,63.48
1,monday,4,0.23,226.5,226.73
1,monday,5,0.43,370.7,371.13
1,monday,6,0.53,379.51,380.04
1,monday,7,0.36,327.45,327.81
1,monday,8,0.43,267.14,267.57
1,monday,9,0.48,235.06,235.54
1,monday,10,0.41,223.05,223.46
1,monday,11,0.57,225.2,225.77
1,monday,12,1.05,267.44,268.49
1,monday,13,1.26,297.74,299.0
1,monday,14,1.98,374.93,376.91
1,monday,15,1.9,394.11,396.01
1,monday,16,1.69,359.09,360.78
1,monday,17,1.47,299.99,301.46
1,monday,18,1.52,272.39,273.91
1,monday,19,0.7,164.2,164.9
1,monday,20,0.52,92.1,92.62
1,monday,21,0.17,45.09,45.26
1,monday,22,0.07,19.9,19.97
1,monday,23,0.08,7.38,7.46
1,saturday,0,0.04,5.82,5.86
1,saturday,1,0.1,5.45,5.55
1,saturday,2,0.07,13.07,13.14
1,saturday,3,0.11,59.79,59.9
1,saturday,4,0.36,198.7,199.06
1,saturday,5,0.4,301.37,301.77
1,saturday,6,0.42,321.81,322.23
1,saturday,7,0.6,284.1,284.7
1,saturday,8,0.66,248.95,249.61
1,saturday,9,0.5,215.26,215.76
1,saturday,10,0.41,185.88,186.29
1,saturday,11,0.52,183.12,183.64
1,saturday,12,0.67,213.87,214.54
1,saturday,13,1.36,224.98,226.34
1,saturday,14,2.06,291.83,293.89
1,saturday,15,1.93,324.95,326.88
1,saturday,16,1.45,270.78,272.23
1,saturday,17,1.35,208.64,209.99
1,saturday,18,1.23,188.28,189.51
1,saturday,19,1.0,143.22,144.22
1,saturday,20,0.69,98.26,98.95
1,saturday,21,0.39,52.09,52.48
1,saturday,22,0.06,19.34,19.4
1,saturday,23,0.07,9.1,9.17
1,sunday,0,0.1,7.03,7.13
1,sunday,1,0.09,7.45,7.54
1,sunday,2,0.1,17.03,17.13
1,sunday,3,0.2,76.66,76.86
1,sunday,4,0.52,224.69,225.21
1,sunday,5,0.69,315.47,316.16
1,sunday,6,0.6,334.68,335.28
1,sunday,7,0.85,326.52,327.37
1,sunday,8,0.69,304.5,305.19
1,sunday,9,0.83,276.22,277.05
1,sunday,10,0.66,262.72,263.38
1,sunday,11,0.84,260.09,260.93
1,sunday,12,1.31,304.55,305.86
1,sunday,13,1.86,331.59,333.45
1,sunday,14,2.88,416.21,419.09
1,sunday,15,2.92,468.95,471.87
1,sunday,16,2.51,433.41,435.92
1,sunday,17,2.45,368.69,371.14
1,sunday,18,2.22,314.47,316.69
1,sunday,19,1.91,217.46,219.37
1,sunday,20,0.76,121.66,122.42
1,sunday,21,0.38,59.64,60.02
1,sunday,22,0.22,27.27,27.49
1,sunday,23,0.17,9.31,9.48
1,thursday,0,0.09,6.66,6.75
1,thursday,1,0.07,5.23,5.3
1,thursday,2,0.07,12.34,12.41
1,thursday,3,0.09,61.08,61.17
1,thursday,4,0.27,248.12,248.39
1,thursday,5,0.55,433.52,434.07
1,thursday,6,0.44,436.99,437.43
1,thursday,7,0.42,352.07,352.49
1,thursday,8,0.43,294.39,294.82
1,thursday,9,0.49,246.66,247.15
1,thursday,10,0.65,237.75,238.4
1,thursday,11,0.56,236.69,237.25
1,thursday,12,0.82,298.67,299.49
1,thursday,13,1.06,352.81,353.87
1,thursday,14,1.71,441.68,443.39
1,thursday,15,1.82,480.52,482.34
1,thursday,16,1.8,460.74,462.54
1,thursday,17,1.5,432.06,433.56
1,thursday,18,1.44,416.33,417.77
1,thursday,19,1.04,290.26,291.3
1,thursday,20,0.56,144.8,145.36
1,thursday,21,0.34,66.05,66.39
1,thursday,22,0.14,26.96,27.1
1,thursday,23,0.13,9.47,9.6
1,tuesday,0,0.07,4.8,4.87
1,tuesday,1,0.05,4.2,4.25
1,tuesday,2,0.07,9.9,9.97
1,tuesday,3,0.11,46.8,46.91
1,tuesday,4,0.19,183.01,183.2
1,tuesday,5,0.3,310.93,311.23
1,tuesday,6,0.32,316.52,316.84
1,tuesday,7,0.35,264.52,264.87
1,tuesday,8,0.34,213.34,213.68
1,tuesday,9,0.35,184.61,184.96
1,tuesday,10,0.34,182.61,182.95
1,tuesday,11,0.43,184.87,185.3
1,tuesday,12,0.69,220.18,220.87
1,tuesday,13,0.87,256.38,257.25
1,tuesday,14,1.34,324.36,325.7
1,tuesday,15,1.42,344.12,345.54
1,tuesday,16,1.24,316.92,318.16
1,tuesday,17,1.08,273.39,274.47
1,tuesday,18,1.06,251.07,252.13
1,tuesday,19,0.66,163.21,163.87
1,tuesday,20,0.34,82.82,83.16
1,tuesday,21,0.11,39.87,39.98
1,tuesday,22,0.11,17.16,17.27
1,tuesday,23,0.05,6.48,6.53
1,wednesday,0,0.04,5.12,5.16
1,wednesday,1,0.07,4.86,4.93
1,wednesday,2,0.05,10.83,10.88
1,wednesday,3,0.06,51.92,51.98
1,wednesday,4,0.14,204.22,204.36
1,wednesday,5,0.3,353.5,353.8
1,wednesday,6,0.44,364.6,365.04
1,wednesday,7,0.3,307.07,307.37
1,wednesday,8,0.39,243.55,243.94
1,wednesday,9,0.48,208.25,208.73
1,wednesday,10,0.32,204.04,204.36
1,wednesday,11,0.54,206.71,207.25
1,wednesday,12,0.7,251.7,252.4
1,wednesday,13,1.07,296.64,297.71
1,wednesday,14,1.09,382.24,383.33
1,wednesday,15,1.3,405.38,406.68
1,wednesday,16,1.31,383.2,384.51
1,wednesday,17,1.25,332.6,333.85
1,wednesday,18,1.18,319.41,320.59
1,wednesday,19,0.76,209.62,210.38
1,wednesday,20,0.52,112.02,112.54
1,wednesday,21,0.27,57.66,57.93
1,wednesday,22,0.14,28.34,28.48
1,wednesday,23,0.05,11.43,11.48
2,friday,0,0.03,0.02,0.05
2,friday,2,0.01,0.02,0.03
2,friday,3,0.0,0.16,0.16
2,friday,4,0.01,0.03,0.04
2,friday,6,0.03,0.06,0.09
2,friday,7,0.04,0.11,0.15
2,friday,8,0.08,0.13,0.21
2,friday,9,0.07,0.19,0.26
2,friday,10,0.06,0.11,0.17
2,friday,11,0.16,0.08,0.24
2,friday,12,0.08,0.16,0.24
2,friday,13,0.15,0.11,0.26
2,friday,14,0.12,0.06,0.18
2,friday,15,0.11,0.11,0.22
2,friday,16,0.16,0.09,0.25
2,friday,17,0.16,0.15,0.31
2,friday,18,0.19,0.08,0.27
2,friday,19,0.11,0.1,0.21
2,friday,20,0.14,0.07,0.21
2,friday,21,0.1,0.07,0.17
2,friday,22,0.06,0.06,0.12
2,friday,23,0.01,0.01,0.02
2,monday,0,0.03,0.02,0.05
2,monday,1,0.03,0.02,0.05
2,monday,2,0.01,0.06,0.07
2,monday,3,0.01,0.11,0.12
2,monday,4,0.02,0.05,0.07
2,monday,5,0.01,0.02,0.03
2,monday,6,0.01,0.04,0.05
2,monday,7,0.02,0.03,0.05
2,monday,8,0.03,0.08,0.11
2,monday,9,0.02,0.11,0.13
2,monday,10,0.07,0.08,0.15
2,monday,11,0.1,0.1,0.2
2,monday,12,0.07,0.08,0.15
2,monday,13,0.13,0.11,0.24
2,monday,14,0.2,0.13,0.33
2,monday,15,0.13,0.11,0.24
2,monday,16,0.16,0.11,0.27
2,monday,17,0.11,0.16,0.27
2,monday,18,0.14,0.08,0.22
2,monday,19,0.1,0.04,0.14
2,monday,20,0.07,0.04,0.11
2,monday,21,0.03,0.02,0.05
2,monday,22,0.07,0.02,0.09
2,monday,23,0.05,0.05,0.1
2,saturday,0,0.02,0.04,0.06
2,saturday,1,0.02,0.04,0.06
2,saturday,2,0.02,0.04,0.06
2,saturday,3,0.0,0.02,0.02
2,saturday,4,0.02,0.02,0.04
2,saturday,5,0.0,0.04,0.04
2,saturday,6,0.02,0.09,0.11
2,saturday,7,0.02,0.15,0.17
2,saturday,8,0.07,0.27,0.34
2,saturday,9,0.07,0.27,0.34
2,saturday,10,0.12,0.32,0.44
2,saturday,11,0.17,0.29,0.46
2,saturday,12,0.36,0.31,0.67
2,saturday,13,0.26,0.2,0.46
2,saturday,14,0.2,0.26,0.46
2,saturday,15,0.23,0.12,0.35
2,saturday,16,0.21,0.14,0.35
2,saturday,17,0.19,0.09,0.28
2,saturday,18,0.19,0.07,0.26
2,saturday,19,0.06,0.07,0.13
2,saturday,20,0.11,0.07,0.18
2,saturday,21,0.08,0.03,0.11
2,saturday,22,0.02,0.02,0.04
2,saturday,23,0.04,0.02,0.06
2,sunday,0,0.09,0.02,0.11
2,sunday,1,0.02,0.04,0.06
2,sunday,2,0.01,0.01,0.02
2,sunday,3,0.02,0.03,0.05
2,sunday,5,0.0,0.04,0.04
2,sunday,6,0.0,0.1,0.1
2,sunday,7,0.05,0.15,0.2
2,sunday,8,0.09,0.22,0.31
2,sunday,9,0.1,0.26,0.36
2,sunday,10,0.14,0.27,0.41
2,sunday,11,0.24,0.16,0.4
2,sunday,12,0.21,0.23,0.44
2,sunday,13,0.26,0.15,0.41
2,sunday,14,0.24,0.19,0.43
2,sunday,15,0.18,0.17,0.35
2,sunday,16,0.2,0.13,0.33
2,sunday,17,0.17,0.11,0.28
2,sunday,18,0.11,0.05,0.16
2,sunday,19,0.07,0.07,0.14
2,sunday,20,0.06,0.07,0.13
2,sunday,21,0.04,0.03,0.07
2,sunday,22,0.05,0.02,0.07
2,sunday,23,0.01,0.05,0.06
2,thursday,0,0.02,0.01,0.03
2,thursday,1,0.02,0.01,0.03
2,thursday,2,0.0,0.02,0.02
2,thursday,3,0.01,0.11,0.12
2,thursday,4,0.0,0.03,0.03
2,thursday,5,0.02,0.0,0.02
2,thursday,6,0.01,0.04,0.05
2,thursday,7,0.03,0.06,0.09
2,thursday,8,0.03,0.1,0.13
2,thursday,9,0.04,0.07,0.11
2,thursday,10,0.07,0.11,0.18
2,thursday,11,0.06,0.08,0.14
2,thursday,12,0.07,0.07,0.14
2,thursday,13,0.08,0.09,0.17
2,thursday,14,0.12,0.11,0.23
2,thursday,15,0.16,0.15,0.31
2,thursday,16,0.2,0.18,0.38
2,thursday,17,0.16,0.07,0.23
2,thursday,18,0.07,0.06,0.13
2,thursday,19,0.09,0.09,0.18
2,thursday,20,0.09,0.03,0.12
2,thursday,21,0.04,0.07,0.11
2,thursday,22,0.03,0.07,0.1
2,thursday,23,0.0,0.05,0.05
2,tuesday,0,0.02,0.01,0.03
2,tuesday,1,0.01,0.01,0.02
2,tuesday,2,0.01,0.02,0.03
2,tuesday,3,0.0,0.16,0.16
2,tuesday,4,0.02,0.03,0.05
2,tuesday,5,0.0,0.02,0.02
2,tuesday,6,0.0,0.04,0.04
2,tuesday,7,0.02,0.02,0.04
2,tuesday,8,0.03,0.07,0.1
2,tuesday,9,0.04,0.09,0.13
2,tuesday,10,0.03,0.11,0.14
2,tuesday,11,0.07,0.05,0.12
2,tuesday,12,0.05,0.08,0.13
2,tuesday,13,0.07,0.1,0.17
2,tuesday,14,0.07,0.05,0.12
2,tuesday,15,0.1,0.07,0.17
2,tuesday,16,0.18,0.11,0.29
2,tuesday,17,0.13,0.07,0.2
2,tuesday,18,0.11,0.04,0.15
2,tuesday,19,0.15,0.02,0.17
2,tuesday,20,0.05,0.01,0.06
2,tuesday,21,0.04,0.03,0.07
2,tuesday,22,0.03,0.03,0.06
2,tuesday,23,0.05,0.03,0.08
2,wednesday,0,0.02,0.02,0.04
2,wednesday,1,0.02,0.02,0.04
2,wednesday,2,0.01,0.04,0.05
2,wednesday,3,0.01,0.13,0.14
2,wednesday,4,0.0,0.02,0.02
2,wednesday,6,0.02,0.04,0.06
2,wednesday,7,0.02,0.04,0.06
2,wednesday,8,0.0,0.05,0.05
2,wednesday,9,0.06,0.11,0.17
2,wednesday,10,0.06,0.05,0.11
2,wednesday,11,0.05,0.11,0.16
2,wednesday,12,0.08,0.06,0.14
2,wednesday,13,0.08,0.08,0.16
2,wednesday,14,0.1,0.06,0.16
2,wednesday,15,0.11,0.15,0.26
2,wednesday,16,0.19,0.02,0.21
2,wednesday,17,0.17,0.1,0.27
2,wednesday,18,0.17,0.11,0.28
2,wednesday,19,0.1,0.07,0.17
2,wednesday,20,0.05,0.06,0.11
2,wednesday,21,0.04,0.06,0.1
2,wednesday,22,0.02,0.02,0.04
2,wednesday,23,0.02,0.02,0.04
3,friday,0,28.25,45.79,74.04
3,friday,1,16.72,27.65,44.37
3,friday,2,11.44,17.41,28.85
3,friday,3,11.39,11.78,23.17
3,friday,4,17.89,12.51,30.4
3,friday,5,32.25,22.59,54.84
3,friday,6,73.12,45.31,118.43
3,friday,7,114.39,91.66,206.05
3,friday,8,125.02,111.43,236.45
3,friday,9,95.99,84.35,180.34
3,friday,10,78.76,65.97,144.73
3,friday,11,74.12,66.31,140.43
3,friday,12,75.96,70.81,146.77
3,friday,13,82.0,77.24,159.24
3,friday,14,105.46,91.98,197.44
3,friday,15,102.95,100.93,203.88
3,friday,16,92.25,92.18,184.43
3,friday,17,98.34,97.7,196.04
3,friday,18,92.93,92.97,185.9
3,friday,19,84.11,90.16,174.27
3,friday,20,76.44,85.2,161.64
3,friday,21,70.29,78.31,148.6
3,friday,22,70.74,73.95,144.69
3,friday,23,76.69,80.77,157.46
3,monday,0,30.72,42.25,72.97
3,monday,1,19.51,24.83,44.34
3,monday,2,11.35,15.51,26.86
3,monday,3,11.3,10.78,22.08
3,monday,4,18.0,11.45,29.45
3,monday,5,32.2,22.02,54.22
3,monday,6,65.52,38.93,104.45
3,monday,7,105.93,83.2,189.13
3,monday,8,117.78,107.29,225.07
3,monday,9,82.98,78.53,161.51
3,monday,10,69.25,59.58,128.83
3,monday,11,64.24,56.93,121.17
3,monday,12,61.94,59.78,121.72
3,monday,13,67.52,64.93,132.45
3,monday,14,85.87,78.94,164.81
3,monday,15,83.56,85.22,168.78
3,monday,16,78.11,80.41,158.52
3,monday,17,84.48,81.54,166.02
3,monday,18,70.44,75.67,146.11
3,monday,19,57.12,63.43,120.55
3,monday,20,53.15,59.53,112.68
3,monday,21,46.78,51.95,98.73
3,monday,22,44.14,48.94,93.08
3,monday,23,55.01,58.37,113.38
3,saturday,0,45.2,63.08,108.28
3,saturday,1,30.2,44.36,74.56
3,saturday,2,21.39,32.79,54.18
3,saturday,3,16.42,26.02,42.44
3,saturday,4,18.11,23.64,41.75
3,saturday,5,27.56,22.58,50.14
3,saturday,6,44.38,32.09,76.47
3,saturday,7,62.04,54.39,116.43
3,saturday,8,66.21,51.12,117.33
3,saturday,9,75.28,61.69,136.97
3,saturday,10,76.01,62.81,138.82
3,saturday,11,78.98,67.57,146.55
3,saturday,12,76.16,70.71,146.87
3,saturday,13,80.24,72.3,152.54
3,saturday,14,87.58,79.21,166.79
3,saturday,15,95.75,93.81,189.56
3,saturday,16,86.18,84.03,170.21
3,saturday,17,85.6,84.21,169.81
3,saturday,18,87.1,83.59,170.69
3,saturday,19,85.46,84.48,169.94
3,saturday,20,83.95,82.75,166.7
3,saturday,21,77.87,74.74,152.61
3,saturday,22,76.63,76.43,153.06
3,saturday,23,88.13,82.02,170.15
3,sunday,0,54.81,64.34,119.15
3,sunday,1,39.43,49.46,88.89
3,sunday,2,27.47,35.21,62.68
3,sunday,3,19.85,30.26,50.11
3,sunday,4,18.66,24.77,43.43
3,sunday,5,25.29,20.87,46.16
3,sunday,6,38.35,25.87,64.22
3,sunday,7,53.02,47.14,100.16
3,sunday,8,48.83,36.99,85.82
3,sunday,9,57.29,45.52,102.81
3,sunday,10,69.67,50.96,120.63
3,sunday,11,70.17,64.26,134.43
3,sunday,12,56.82,59.96,116.78
3,sunday,13,65.28,60.74,126.02
3,sunday,14,73.69,70.86,144.55
3,sunday,15,82.82,78.58,161.4
3,sunday,16,67.95,69.98,137.93
3,sunday,17,66.28,66.61,132.89
3,sunday,18,67.09,63.05,130.14
3,sunday,19,65.06,63.55,128.61
3,sunday,20,61.55,59.8,121.35
3,sunday,21,58.21,54.81,113.02
3,sunday,22,53.54,54.75,108.29
3,sunday,23,66.18,63.84,130.02
3,thursday,0,26.7,41.97,68.67
3,thursday,1,17.32,25.11,42.43
3,thursday,2,11.21,15.22,26.43
3,thursday,3,11.45,10.34,21.79
3,thursday,4,18.52,11.52,30.04
3,thursday,5,31.09,20.81,51.9
3,thursday,6,75.93,42.98,118.91
3,thursday,7,121.12,93.17,214.29
3,thursday,8,126.57,116.47,243.04
3,thursday,9,91.34,83.65,174.99
3,thursday,10,76.86,64.11,140.97
3,thursday,11,73.2,62.52,135.72
3,thursday,12,70.01,64.75,134.76
3,thursday,13,75.83,70.99,146.82
3,thursday,14,98.56,86.86,185.42
3,thursday,15,97.65,98.39,196.04
3,thursday,16,90.07,89.36,179.43
3,thursday,17,92.6,94.59,187.19
3,thursday,18,83.13,87.02,170.15
3,thursday,19,71.66,79.88,151.54
3,thursday,20,65.79,74.56,140.35
3,thursday,21,56.29,66.55,122.84
3,thursday,22,54.57,61.82,116.39
3,thursday,23,63.39,70.91,134.3
3,tuesday,0,23.34,36.17,59.51
3,tuesday,1,13.39,19.32,32.71
3,tuesday,2,8.52,11.48,20.0
3,tuesday,3,9.6,8.16,17.76
3,tuesday,4,16.98,9.6,26.58
3,tuesday,5,29.98,21.02,51.0
3,tuesday,6,74.39,40.84,115.23
3,tuesday,7,115.97,90.68,206.65
3,tuesday,8,122.3,115.84,238.14
3,tuesday,9,87.73,83.25,170.98
3,tuesday,10,74.06,61.16,135.22
3,tuesday,11,67.48,60.06,127.54
3,tuesday,12,66.17,60.52,126.69
3,tuesday,13,71.02,63.6,134.62
3,tuesday,14,91.82,80.9,172.72
3,tuesday,15,89.02,92.0,181.02
3,tuesday,16,82.02,84.94,166.96
3,tuesday,17,82.9,86.66,169.56
3,tuesday,18,73.89,81.01,154.9
3,tuesday,19,62.18,72.28,134.46
3,tuesday,20,54.8,65.22,120.02
3,tuesday,21,48.17,57.31,105.48
3,tuesday,22,46.54,54.16,100.7
3,tuesday,23,56.75,62.16,118.91
3,wednesday,0,24.84,39.42,64.26
3,wednesday,1,14.86,21.85,36.71
3,wednesday,2,10.48,13.84,24.32
3,wednesday,3,11.01,9.02,20.03
3,wednesday,4,17.2,10.5,27.7
3,wednesday,5,31.44,21.34,52.78
3,wednesday,6,73.19,42.8,115.99
3,wednesday,7,120.36,93.09,213.45
3,wednesday,8,124.3,114.46,238.76
3,wednesday,9,88.21,81.11,169.32
3,wednesday,10,75.13,63.45,138.58
3,wednesday,11,65.89,62.48,128.37
3,wednesday,12,68.94,63.56,132.5
3,wednesday,13,72.94,68.36,141.3
3,wednesday,14,95.61,87.34,182.95
3,wednesday,15,94.42,96.59,191.01
3,wednesday,16,87.58,88.53,176.11
3,wednesday,17,90.07,91.86,181.93
3,wednesday,18,76.58,83.58,160.16
3,wednesday,19,67.34,76.76,144.1
3,wednesday,20,61.21,69.77,130.98
3,wednesday,21,54.6,60.93,115.53
3,wednesday,22,49.52,57.29,106.81
3,wednesday,23,57.66,66.39,124.05
4,friday,0,120.35,152.48,272.83
4,friday,1,100.37,101.61,201.98
4,friday,2,73.7,63.82,137.52
4,friday,3,40.83,35.98,76.81
4,friday,4,38.73,22.13,60.86
4,friday,5,47.84,14.7,62.54
4,friday,6,72.1,18.8,90.9
4,friday,7,98.32,37.43,135.75
4,friday,8,118.97,52.31,171.28
4,friday,9,117.89,49.47,167.36
4,friday,10,101.16,51.43,152.59
4,friday,11,83.93,52.58,136.51
4,friday,12,81.47,59.98,141.45
4,friday,13,79.18,64.4,143.58
4,friday,14,85.64,71.64,157.28
4,friday,15,86.92,82.11,169.03
4,friday,16,88.31,97.44,185.75
4,friday,17,110.36,127.37,237.73
4,friday,18,147.44,161.21,308.65
4,friday,19,171.67,197.56,369.23
4,friday,20,168.79,220.07,388.86
4,friday,21,162.59,228.55,391.14
4,friday,22,188.32,256.53,444.85
4,friday,23,224.29,280.13,504.42
4,monday,0,50.02,86.05,136.07
4,monday,1,35.27,49.79,85.06
4,monday,2,22.75,30.86,53.61
4,monday,3,17.49,19.73,37.22
4,monday,4,29.26,14.13,43.39
4,monday,5,42.61,12.09,54.7
4,monday,6,68.13,17.45,85.58
4,monday,7,90.57,32.61,123.18
4,monday,8,107.02,43.32,150.34
4,monday,9,105.15,42.7,147.85
4,monday,10,82.49,44.71,127.2
4,monday,11,66.79,44.75,111.54
4,monday,12,63.89,49.39,113.28
4,monday,13,66.35,53.16,119.51
4,monday,14,70.31,58.02,128.33
4,monday,15,63.4,67.39,130.79
4,monday,16,61.86,74.97,136.83
4,monday,17,68.9,96.07,164.97
4,monday,18,80.8,110.09,190.89
4,monday,19,73.75,116.01,189.76
4,monday,20,65.05,117.62,182.67
4,monday,21,62.33,119.71,182.04
4,monday,22,63.33,132.94,196.27
4,monday,23,53.7,114.49,168.19
4,saturday,0,261.17,270.39,531.56
4,saturday,1,287.26,233.79,521.05
4,saturday,2,243.69,174.55,418.24
4,saturday,3,148.74,112.14,260.88
4,saturday,4,81.83,69.24,151.07
4,saturday,5,49.97,31.08,81.05
4,saturday,6,55.97,23.07,79.04
4,saturday,7,62.75,32.47,95.22
4,saturday,8,77.3,35.54,112.84
4,saturday,9,94.56,48.44,143.0
4,saturday,10,111.15,64.59,175.74
4,saturday,11,116.15,78.92,195.07
4,saturday,12,118.79,93.55,212.34
4,saturday,13,121.45,110.43,231.88
4,saturday,14,119.31,111.92,231.23
4,saturday,15,121.97,129.44,251.41
4,saturday,16,124.59,147.83,272.42
4,saturday,17,147.74,168.94,316.68
4,saturday,18,174.17,188.99,363.16
4,saturday,19,193.51,214.61,408.12
4,saturday,20,192.39,237.99,430.38
4,saturday,21,200.56,249.18,449.74
4,saturday,22,228.88,282.02,510.9
4,saturday,23,254.19,296.81,551.0
4,sunday,0,276.21,278.08,554.29
4,sunday,1,302.33,246.41,548.74
4,sunday,2,244.63,179.37,424.0
4,sunday,3,153.83,120.54,274.37
4,sunday,4,84.23,75.5,159.73
4,sunday,5,47.6,33.14,80.74
4,sunday,6,52.04,22.52,74.56
4,sunday,7,51.07,31.28,82.35
4,sunday,8,56.64,37.27,93.91
4,sunday,9,76.75,47.61,124.36
4,sunday,10,99.4,60.97,160.37
4,sunday,11,107.79,70.43,178.22
4,sunday,12,109.33,80.38,189.71
4,sunday,13,106.5,91.09,197.59
4,sunday,14,104.88,93.17,198.05
4,sunday,15,98.37,96.62,194.99
4,sunday,16,96.31,104.17,200.48
4,sunday,17,101.03,118.39,219.42
4,sunday,18,109.02,129.57,238.59
4,sunday,19,99.69,131.71,231.4
4,sunday,20,89.87,133.32,223.19
4,sunday,21,87.55,133.43,220.98
4,sunday,22,85.88,134.07,219.95
4,sunday,23,69.64,118.71,188.35
4,thursday,0,70.89,106.04,176.93
4,thursday,1,52.98,60.59,113.57
4,thursday,2,31.43,36.34,67.77
4,thursday,3,20.48,22.95,43.43
4,thursday,4,32.26,15.7,47.96
4,thursday,5,46.16,11.52,57.68
4,thursday,6,73.39,17.23,90.62
4,thursday,7,101.52,34.13,135.65
4,thursday,8,116.93,43.18,160.11
4,thursday,9,130.79,40.34,171.13
4,thursday,10,101.78,42.74,144.52
4,thursday,11,79.72,46.94,126.66
4,thursday,12,74.15,52.75,126.9
4,thursday,13,73.43,55.65,129.08
4,thursday,14,77.26,63.22,140.48
4,thursday,15,74.66,74.71,149.37
4,thursday,16,72.7,84.97,157.67
4,thursday,17,92.02,113.62,205.64
4,thursday,18,114.79,141.91,256.7
4,thursday,19,119.27,171.11,290.38
4,thursday,20,113.12,179.52,292.64
4,thursday,21,113.16,176.93,290.09
4,thursday,22,125.15,193.88,319.03
4,thursday,23,127.13,189.57,316.7
4,tuesday,0,47.52,80.13,127.65
4,tuesday,1,40.65,40.95,81.6
4,tuesday,2,39.07,23.28,62.35
4,tuesday,3,13.89,12.61,26.5
4,tuesday,4,28.61,9.04,37.65
4,tuesday,5,40.83,8.7,49.53
4,tuesday,6,70.3,15.25,85.55
4,tuesday,7,97.85,30.8,128.65
4,tuesday,8,117.56,41.33,158.89
4,tuesday,9,123.88,38.57,162.45
4,tuesday,10,94.55,41.11,135.66
4,tuesday,11,70.9,44.22,115.12
4,tuesday,12,64.88,48.33,113.21
4,tuesday,13,65.16,52.32,117.48
4,tuesday,14,67.11,56.75,123.86
4,tuesday,15,62.92,67.51,130.43
4,tuesday,16,60.81,77.65,138.46
4,tuesday,17,73.28,104.03,177.31
4,tuesday,18,89.51,131.43,220.94
4,tuesday,19,88.43,138.79,227.22
4,tuesday,20,83.35,142.48,225.83
4,tuesday,21,81.38,142.13,223.51
4,tuesday,22,81.82,150.44,232.26
4,tuesday,23,71.45,130.79,202.24
4,wednesday,0,62.3,91.36,153.66
4,wednesday,1,48.79,51.04,99.83
4,wednesday,2,30.59,30.23,60.82
4,wednesday,3,17.9,18.06,35.96
4,wednesday,4,31.63,13.35,44.98
4,wednesday,5,42.32,10.23,52.55
4,wednesday,6,71.91,15.16,87.07
4,wednesday,7,99.8,32.27,132.07
4,wednesday,8,115.35,41.26,156.61
4,wednesday,9,130.07,39.14,169.21
4,wednesday,10,97.44,42.38,139.82
4,wednesday,11,76.46,45.21,121.67
4,wednesday,12,69.02,49.69,118.71
4,wednesday,13,71.13,53.7,124.83
4,wednesday,14,70.39,60.3,130.69
4,wednesday,15,67.37,71.72,139.09
4,wednesday,16,65.69,80.38,146.07
4,wednesday,17,79.84,111.66,191.5
4,wednesday,18,98.71,138.16,236.87
4,wednesday,19,102.33,155.53,257.86
4,wednesday,20,94.96,154.11,249.07
4,wednesday,21,96.95,157.91,254.86
4,wednesday,22,100.1,163.14,263.24
4,wednesday,23,88.66,149.04,237.7
5,friday,0,3.15,5.98,9.13
5,friday,1,2.16,4.45,6.61
5,friday,2,1.36,3.02,4.38
5,friday,3,2.07,2.07,4.14
5,friday,4,3.31,1.64,4.95
5,friday,5,6.61,1.56,8.17
5,friday,6,12.43,2.09,14.52
5,friday,7,18.48,4.84,23.32
5,friday,8,17.19,7.82,25.01
5,friday,9,15.3,6.56,21.86
5,friday,10,10.95,6.58,17.53
5,friday,11,10.32,7.25,17.57
5,friday,12,9.57,8.66,18.23
5,friday,13,10.48,10.36,20.84
5,friday,14,11.18,12.31,23.49
5,friday,15,12.97,15.1,28.07
5,friday,16,12.89,14.13,27.02
5,friday,17,12.04,15.34,27.38
5,friday,18,12.17,14.31,26.48
5,friday,19,11.59,13.83,25.42
5,friday,20,11.04,12.34,23.38
5,friday,21,8.45,11.4,19.85
5,friday,22,7.42,10.59,18.01
5,friday,23,6.92,10.37,17.29
5,monday,0,2.73,5.02,7.75
5,monday,1,1.83,3.83,5.66
5,monday,2,1.39,2.24,3.63
5,monday,3,1.73,1.77,3.5
5,monday,4,3.24,1.3,4.54
5,monday,5,6.76,1.59,8.35
5,monday,6,12.45,1.93,14.38
5,monday,7,17.42,4.35,21.77
