station_complex_id,station_complex,day,hour,mean_ridership
10,"49 St (N,R,W)",friday,0,374.5
10,"49 St (N,R,W)",friday,1,123.6
10,"49 St (N,R,W)",friday,2,54.8
10,"49 St (N,R,W)",friday,3,31.0
10,"49 St (N,R,W)",friday,4,27.9
10,"49 St (N,R,W)",friday,5,46.2
10,"49 St (N,R,W)",friday,6,121.5
10,"49 St (N,R,W)",friday,7,306.4
10,"49 St (N,R,W)",friday,8,622.6
10,"49 St (N,R,W)",friday,9,808.6
10,"49 St (N,R,W)",friday,10,867.7
10,"49 St (N,R,W)",friday,11,817.0
10,"49 St (N,R,W)",friday,12,832.0
10,"49 St (N,R,W)",friday,13,868.3
10,"49 St (N,R,W)",friday,14,1081.8
10,"49 St (N,R,W)",friday,15,1398.7
10,"49 St (N,R,W)",friday,16,1791.9
10,"49 St (N,R,W)",friday,17,2151.0
10,"49 St (N,R,W)",friday,18,1654.0
10,"49 St (N,R,W)",friday,19,1260.1
10,"49 St (N,R,W)",friday,20,1085.1
10,"49 St (N,R,W)",friday,21,1590.6
10,"49 St (N,R,W)",friday,22,1549.2
10,"49 St (N,R,W)",friday,23,884.5
10,"49 St (N,R,W)",monday,0,232.7
10,"49 St (N,R,W)",monday,1,85.4
10,"49 St (N,R,W)",monday,2,41.6
10,"49 St (N,R,W)",monday,3,25.9
10,"49 St (N,R,W)",monday,4,21.4
10,"49 St (N,R,W)",monday,5,40.7
10,"49 St (N,R,W)",monday,6,118.6
10,"49 St (N,R,W)",monday,7,300.1
10,"49 St (N,R,W)",monday,8,668.7
10,"49 St (N,R,W)",monday,9,801.7
10,"49 St (N,R,W)",monday,10,744.7
10,"49 St (N,R,W)",monday,11,681.7
10,"49 St (N,R,W)",monday,12,683.0
10,"49 St (N,R,W)",monday,13,709.8
10,"49 St (N,R,W)",monday,14,876.7
10,"49 St (N,R,W)",monday,15,1176.4
10,"49 St (N,R,W)",monday,16,1634.3
10,"49 St (N,R,W)",monday,17,2633.8
10,"49 St (N,R,W)",monday,18,2014.9
10,"49 St (N,R,W)",monday,19,1206.7
10,"49 St (N,R,W)",monday,20,918.3
10,"49 St (N,R,W)",monday,21,908.4
10,"49 St (N,R,W)",monday,22,709.0
10,"49 St (N,R,W)",monday,23,439.0
10,"49 St (N,R,W)",saturday,0,564.9
10,"49 St (N,R,W)",saturday,1,223.9
10,"49 St (N,R,W)",saturday,2,105.2
10,"49 St (N,R,W)",saturday,3,57.2
10,"49 St (N,R,W)",saturday,4,42.9
10,"49 St (N,R,W)",saturday,5,44.0
10,"49 St (N,R,W)",saturday,6,84.4
10,"49 St (N,R,W)",saturday,7,166.4
10,"49 St (N,R,W)",saturday,8,389.4
10,"49 St (N,R,W)",saturday,9,660.9
10,"49 St (N,R,W)",saturday,10,846.6
10,"49 St (N,R,W)",saturday,11,859.6
10,"49 St (N,R,W)",saturday,12,851.8
10,"49 St (N,R,W)",saturday,13,858.4
10,"49 St (N,R,W)",saturday,14,964.2
10,"49 St (N,R,W)",saturday,15,1164.0
10,"49 St (N,R,W)",saturday,16,1761.4
10,"49 St (N,R,W)",saturday,17,1522.8
10,"49 St (N,R,W)",saturday,18,1251.9
10,"49 St (N,R,W)",saturday,19,1101.8
10,"49 St (N,R,W)",saturday,20,1027.8
10,"49 St (N,R,W)",saturday,21,1190.9
10,"49 St (N,R,W)",saturday,22,1652.3
10,"49 St (N,R,W)",saturday,23,1082.6
10,"49 St (N,R,W)",sunday,0,511.0
10,"49 St (N,R,W)",sunday,1,230.2
10,"49 St (N,R,W)",sunday,2,114.1
10,"49 St (N,R,W)",sunday,3,67.1
10,"49 St (N,R,W)",sunday,4,48.9
10,"49 St (N,R,W)",sunday,5,45.7
10,"49 St (N,R,W)",sunday,6,84.1
10,"49 St (N,R,W)",sunday,7,157.4
10,"49 St (N,R,W)",sunday,8,351.6
10,"49 St (N,R,W)",sunday,9,580.5
10,"49 St (N,R,W)",sunday,10,707.3
10,"49 St (N,R,W)",sunday,11,754.2
10,"49 St (N,R,W)",sunday,12,815.1
10,"49 St (N,R,W)",sunday,13,728.5
10,"49 St (N,R,W)",sunday,14,788.5
10,"49 St (N,R,W)",sunday,15,1010.7
10,"49 St (N,R,W)",sunday,16,1334.5
10,"49 St (N,R,W)",sunday,17,1425.0
10,"49 St (N,R,W)",sunday,18,1156.8
10,"49 St (N,R,W)",sunday,19,891.6
10,"49 St (N,R,W)",sunday,20,815.7
10,"49 St (N,R,W)",sunday,21,903.5
10,"49 St (N,R,W)",sunday,22,769.9
10,"49 St (N,R,W)",sunday,23,444.9
10,"49 St (N,R,W)",thursday,0,321.6
10,"49 St (N,R,W)",thursday,1,104.0
10,"49 St (N,R,W)",thursday,2,44.4
10,"49 St (N,R,W)",thursday,3,28.6
10,"49 St (N,R,W)",thursday,4,23.1
10,"49 St (N,R,W)",thursday,5,43.9
10,"49 St (N,R,W)",thursday,6,129.8
10,"49 St (N,R,W)",thursday,7,332.6
10,"49 St (N,R,W)",thursday,8,713.7
10,"49 St (N,R,W)",thursday,9,877.2
10,"49 St (N,R,W)",thursday,10,823.4
10,"49 St (N,R,W)",thursday,11,782.2
10,"49 St (N,R,W)",thursday,12,761.7
10,"49 St (N,R,W)",thursday,13,811.8
10,"49 St (N,R,W)",thursday,14,1017.2
10,"49 St (N,R,W)",thursday,15,1346.5
10,"49 St (N,R,W)",thursday,16,1888.4
10,"49 St (N,R,W)",thursday,17,3069.1
10,"49 St (N,R,W)",thursday,18,2353.5
10,"49 St (N,R,W)",thursday,19,1496.6
10,"49 St (N,R,W)",thursday,20,1177.0
10,"49 St (N,R,W)",thursday,21,1669.4
10,"49 St (N,R,W)",thursday,22,1319.3
10,"49 St (N,R,W)",thursday,23,648.1
10,"49 St (N,R,W)",tuesday,0,258.7
10,"49 St (N,R,W)",tuesday,1,81.0
10,"49 St (N,R,W)",tuesday,2,36.1
10,"49 St (N,R,W)",tuesday,3,18.6
10,"49 St (N,R,W)",tuesday,4,18.2
10,"49 St (N,R,W)",tuesday,5,42.6
10,"49 St (N,R,W)",tuesday,6,131.2
10,"49 St (N,R,W)",tuesday,7,339.0
10,"49 St (N,R,W)",tuesday,8,722.7
10,"49 St (N,R,W)",tuesday,9,858.2
10,"49 St (N,R,W)",tuesday,10,774.4
10,"49 St (N,R,W)",tuesday,11,705.0
10,"49 St (N,R,W)",tuesday,12,710.1
10,"49 St (N,R,W)",tuesday,13,753.9
10,"49 St (N,R,W)",tuesday,14,945.3
10,"49 St (N,R,W)",tuesday,15,1268.4
10,"49 St (N,R,W)",tuesday,16,1876.3
10,"49 St (N,R,W)",tuesday,17,3333.8
10,"49 St (N,R,W)",tuesday,18,2471.8
10,"49 St (N,R,W)",tuesday,19,1440.3
10,"49 St (N,R,W)",tuesday,20,1079.5
10,"49 St (N,R,W)",tuesday,21,1590.5
10,"49 St (N,R,W)",tuesday,22,1137.1
10,"49 St (N,R,W)",tuesday,23,511.7
10,"49 St (N,R,W)",wednesday,0,301.0
10,"49 St (N,R,W)",wednesday,1,94.1
10,"49 St (N,R,W)",wednesday,2,42.3
10,"49 St (N,R,W)",wednesday,3,22.7
10,"49 St (N,R,W)",wednesday,4,22.0
10,"49 St (N,R,W)",wednesday,5,42.7
10,"49 St (N,R,W)",wednesday,6,127.1
10,"49 St (N,R,W)",wednesday,7,345.4
10,"49 St (N,R,W)",wednesday,8,755.9
10,"49 St (N,R,W)",wednesday,9,875.3
10,"49 St (N,R,W)",wednesday,10,790.4
10,"49 St (N,R,W)",wednesday,11,721.6
10,"49 St (N,R,W)",wednesday,12,733.9
10,"49 St (N,R,W)",wednesday,13,813.6
10,"49 St (N,R,W)",wednesday,14,971.0
10,"49 St (N,R,W)",wednesday,15,1342.7
10,"49 St (N,R,W)",wednesday,16,2132.0
10,"49 St (N,R,W)",wednesday,17,3339.9
10,"49 St (N,R,W)",wednesday,18,2458.2
10,"49 St (N,R,W)",wednesday,19,1467.6
10,"49 St (N,R,W)",wednesday,20,1106.5
10,"49 St (N,R,W)",wednesday,21,1336.0
10,"49 St (N,R,W)",wednesday,22,1385.3
10,"49 St (N,R,W)",wednesday,23,610.2
103,"Bowery (J,Z)",friday,0,90.0
103,"Bowery (J,Z)",friday,1,45.2
103,"Bowery (J,Z)",friday,2,24.8
103,"Bowery (J,Z)",friday,3,16.0
103,"Bowery (J,Z)",friday,4,12.9
103,"Bowery (J,Z)",friday,5,9.3
103,"Bowery (J,Z)",friday,6,18.0
103,"Bowery (J,Z)",friday,7,41.5
103,"Bowery (J,Z)",friday,8,78.9
103,"Bowery (J,Z)",friday,9,76.1
103,"Bowery (J,Z)",friday,10,80.9
103,"Bowery (J,Z)",friday,11,93.4
103,"Bowery (J,Z)",friday,12,116.5
103,"Bowery (J,Z)",friday,13,137.3
103,"Bowery (J,Z)",friday,14,177.0
103,"Bowery (J,Z)",friday,15,224.3
103,"Bowery (J,Z)",friday,16,241.7
103,"Bowery (J,Z)",friday,17,272.0
103,"Bowery (J,Z)",friday,18,239.9
103,"Bowery (J,Z)",friday,19,210.5
103,"Bowery (J,Z)",friday,20,180.8
103,"Bowery (J,Z)",friday,21,179.3
103,"Bowery (J,Z)",friday,22,202.3
103,"Bowery (J,Z)",friday,23,201.0
103,"Bowery (J,Z)",monday,0,40.5
103,"Bowery (J,Z)",monday,1,17.2
103,"Bowery (J,Z)",monday,2,10.6
103,"Bowery (J,Z)",monday,3,6.9
103,"Bowery (J,Z)",monday,4,6.5
103,"Bowery (J,Z)",monday,5,7.4
103,"Bowery (J,Z)",monday,6,17.1
103,"Bowery (J,Z)",monday,7,44.9
103,"Bowery (J,Z)",monday,8,93.5
103,"Bowery (J,Z)",monday,9,79.1
103,"Bowery (J,Z)",monday,10,76.0
103,"Bowery (J,Z)",monday,11,84.5
103,"Bowery (J,Z)",monday,12,102.7
103,"Bowery (J,Z)",monday,13,122.5
103,"Bowery (J,Z)",monday,14,153.6
103,"Bowery (J,Z)",monday,15,194.8
103,"Bowery (J,Z)",monday,16,208.4
103,"Bowery (J,Z)",monday,17,247.5
103,"Bowery (J,Z)",monday,18,205.6
103,"Bowery (J,Z)",monday,19,164.6
103,"Bowery (J,Z)",monday,20,130.7
103,"Bowery (J,Z)",monday,21,117.2
103,"Bowery (J,Z)",monday,22,116.6
103,"Bowery (J,Z)",monday,23,80.4
103,"Bowery (J,Z)",saturday,0,140.1
103,"Bowery (J,Z)",saturday,1,79.8
103,"Bowery (J,Z)",saturday,2,52.4
103,"Bowery (J,Z)",saturday,3,30.3
103,"Bowery (J,Z)",saturday,4,20.5
103,"Bowery (J,Z)",saturday,5,8.0
103,"Bowery (J,Z)",saturday,6,11.0
103,"Bowery (J,Z)",saturday,7,19.3
103,"Bowery (J,Z)",saturday,8,32.0
103,"Bowery (J,Z)",saturday,9,51.0
103,"Bowery (J,Z)",saturday,10,73.3
103,"Bowery (J,Z)",saturday,11,92.3
103,"Bowery (J,Z)",saturday,12,121.8
103,"Bowery (J,Z)",saturday,13,152.4
103,"Bowery (J,Z)",saturday,14,190.3
103,"Bowery (J,Z)",saturday,15,233.4
103,"Bowery (J,Z)",saturday,16,246.2
103,"Bowery (J,Z)",saturday,17,254.0
103,"Bowery (J,Z)",saturday,18,246.0
103,"Bowery (J,Z)",saturday,19,227.5
103,"Bowery (J,Z)",saturday,20,180.1
103,"Bowery (J,Z)",saturday,21,149.2
103,"Bowery (J,Z)",saturday,22,149.1
103,"Bowery (J,Z)",saturday,23,157.0
103,"Bowery (J,Z)",sunday,0,122.7
103,"Bowery (J,Z)",sunday,1,76.3
103,"Bowery (J,Z)",sunday,2,47.5
103,"Bowery (J,Z)",sunday,3,29.8
103,"Bowery (J,Z)",sunday,4,19.8
103,"Bowery (J,Z)",sunday,5,7.8
103,"Bowery (J,Z)",sunday,6,9.1
103,"Bowery (J,Z)",sunday,7,18.9
103,"Bowery (J,Z)",sunday,8,30.8
103,"Bowery (J,Z)",sunday,9,43.8
103,"Bowery (J,Z)",sunday,10,63.3
103,"Bowery (J,Z)",sunday,11,76.4
103,"Bowery (J,Z)",sunday,12,99.4
103,"Bowery (J,Z)",sunday,13,129.3
103,"Bowery (J,Z)",sunday,14,156.5
103,"Bowery (J,Z)",sunday,15,184.9
103,"Bowery (J,Z)",sunday,16,197.1
103,"Bowery (J,Z)",sunday,17,201.4
103,"Bowery (J,Z)",sunday,18,210.9
103,"Bowery (J,Z)",sunday,19,166.4
103,"Bowery (J,Z)",sunday,20,134.5
103,"Bowery (J,Z)",sunday,21,111.7
103,"Bowery (J,Z)",sunday,22,101.9
103,"Bowery (J,Z)",sunday,23,69.2
103,"Bowery (J,Z)",thursday,0,64.7
103,"Bowery (J,Z)",thursday,1,27.4
103,"Bowery (J,Z)",thursday,2,14.3
103,"Bowery (J,Z)",thursday,3,8.6
103,"Bowery (J,Z)",thursday,4,10.0
103,"Bowery (J,Z)",thursday,5,7.6
103,"Bowery (J,Z)",thursday,6,17.6
103,"Bowery (J,Z)",thursday,7,49.2
103,"Bowery (J,Z)",thursday,8,112.0
103,"Bowery (J,Z)",thursday,9,91.8
103,"Bowery (J,Z)",thursday,10,80.1
103,"Bowery (J,Z)",thursday,11,89.7
103,"Bowery (J,Z)",thursday,12,109.1
103,"Bowery (J,Z)",thursday,13,131.0
103,"Bowery (J,Z)",thursday,14,157.1
103,"Bowery (J,Z)",thursday,15,199.7
103,"Bowery (J,Z)",thursday,16,221.7
103,"Bowery (J,Z)",thursday,17,272.4
103,"Bowery (J,Z)",thursday,18,241.0
103,"Bowery (J,Z)",thursday,19,206.2
103,"Bowery (J,Z)",thursday,20,187.4
103,"Bowery (J,Z)",thursday,21,177.6
103,"Bowery (J,Z)",thursday,22,192.5
103,"Bowery (J,Z)",thursday,23,154.1
103,"Bowery (J,Z)",tuesday,0,42.5
103,"Bowery (J,Z)",tuesday,1,17.1
103,"Bowery (J,Z)",tuesday,2,8.7
103,"Bowery (J,Z)",tuesday,3,4.8
103,"Bowery (J,Z)",tuesday,4,6.1
103,"Bowery (J,Z)",tuesday,5,7.3
103,"Bowery (J,Z)",tuesday,6,18.4
103,"Bowery (J,Z)",tuesday,7,50.7
103,"Bowery (J,Z)",tuesday,8,119.5
103,"Bowery (J,Z)",tuesday,9,92.2
103,"Bowery (J,Z)",tuesday,10,81.8
103,"Bowery (J,Z)",tuesday,11,84.9
103,"Bowery (J,Z)",tuesday,12,103.3
103,"Bowery (J,Z)",tuesday,13,121.7
103,"Bowery (J,Z)",tuesday,14,149.0
103,"Bowery (J,Z)",tuesday,15,193.4
103,"Bowery (J,Z)",tuesday,16,212.7
103,"Bowery (J,Z)",tuesday,17,270.1
103,"Bowery (J,Z)",tuesday,18,235.1
103,"Bowery (J,Z)",tuesday,19,185.6
103,"Bowery (J,Z)",tuesday,20,159.6
103,"Bowery (J,Z)",tuesday,21,151.9
103,"Bowery (J,Z)",tuesday,22,156.0
103,"Bowery (J,Z)",tuesday,23,101.6
103,"Bowery (J,Z)",wednesday,0,59.3
103,"Bowery (J,Z)",wednesday,1,24.4
103,"Bowery (J,Z)",wednesday,2,11.0
103,"Bowery (J,Z)",wednesday,3,6.3
103,"Bowery (J,Z)",wednesday,4,6.4
103,"Bowery (J,Z)",wednesday,5,7.2
103,"Bowery (J,Z)",wednesday,6,18.0
103,"Bowery (J,Z)",wednesday,7,52.0
103,"Bowery (J,Z)",wednesday,8,120.1
103,"Bowery (J,Z)",wednesday,9,91.4
103,"Bowery (J,Z)",wednesday,10,78.9
103,"Bowery (J,Z)",wednesday,11,84.4
103,"Bowery (J,Z)",wednesday,12,102.7
103,"Bowery (J,Z)",wednesday,13,122.1
103,"Bowery (J,Z)",wednesday,14,151.9
103,"Bowery (J,Z)",wednesday,15,199.8
103,"Bowery (J,Z)",wednesday,16,215.8
103,"Bowery (J,Z)",wednesday,17,272.6
103,"Bowery (J,Z)",wednesday,18,242.2
103,"Bowery (J,Z)",wednesday,19,196.8
103,"Bowery (J,Z)",wednesday,20,170.7
103,"Bowery (J,Z)",wednesday,21,167.7
103,"Bowery (J,Z)",wednesday,22,181.6
103,"Bowery (J,Z)",wednesday,23,119.5
107,"Broad St (J,Z)",friday,0,65.4
107,"Broad St (J,Z)",friday,1,19.2
107,"Broad St (J,Z)",friday,2,9.4
107,"Broad St (J,Z)",friday,3,7.0
107,"Broad St (J,Z)",friday,4,7.5
107,"Broad St (J,Z)",friday,5,10.4
107,"Broad St (J,Z)",friday,6,34.4
107,"Broad St (J,Z)",friday,7,66.3
107,"Broad St (J,Z)",friday,8,108.0
107,"Broad St (J,Z)",friday,9,90.5
107,"Broad St (J,Z)",friday,10,106.1
107,"Broad St (J,Z)",friday,11,151.0
107,"Broad St (J,Z)",friday,12,203.0
107,"Broad St (J,Z)",friday,13,234.6
107,"Broad St (J,Z)",friday,14,344.5
107,"Broad St (J,Z)",friday,15,438.7
107,"Broad St (J,Z)",friday,16,518.7
107,"Broad St (J,Z)",friday,17,633.0
107,"Broad St (J,Z)",friday,18,369.9
107,"Broad St (J,Z)",friday,19,242.5
107,"Broad St (J,Z)",friday,20,168.1
107,"Broad St (J,Z)",friday,21,128.5
107,"Broad St (J,Z)",friday,22,126.7
107,"Broad St (J,Z)",friday,23,103.9
107,"Broad St (J,Z)",monday,0,23.6
107,"Broad St (J,Z)",monday,1,8.2
107,"Broad St (J,Z)",monday,2,4.2
107,"Broad St (J,Z)",monday,3,4.2
107,"Broad St (J,Z)",monday,4,5.3
107,"Broad St (J,Z)",monday,5,9.8
107,"Broad St (J,Z)",monday,6,33.0
107,"Broad St (J,Z)",monday,7,62.4
107,"Broad St (J,Z)",monday,8,105.8
107,"Broad St (J,Z)",monday,9,91.9
107,"Broad St (J,Z)",monday,10,98.2
107,"Broad St (J,Z)",monday,11,127.1
107,"Broad St (J,Z)",monday,12,168.5
107,"Broad St (J,Z)",monday,13,185.0
107,"Broad St (J,Z)",monday,14,296.0
107,"Broad St (J,Z)",monday,15,391.3
107,"Broad St (J,Z)",monday,16,536.8
107,"Broad St (J,Z)",monday,17,796.8
107,"Broad St (J,Z)",monday,18,433.3
107,"Broad St (J,Z)",monday,19,216.8
107,"Broad St (J,Z)",monday,20,128.6
107,"Broad St (J,Z)",monday,21,85.9
107,"Broad St (J,Z)",monday,22,81.1
107,"Broad St (J,Z)",monday,23,63.0
107,"Broad St (J,Z)",saturday,0,67.3
107,"Broad St (J,Z)",saturday,1,23.7
107,"Broad St (J,Z)",saturday,2,11.8
107,"Broad St (J,Z)",saturday,3,6.0
107,"Broad St (J,Z)",saturday,4,5.8
107,"Broad St (J,Z)",saturday,5,5.6
107,"Broad St (J,Z)",saturday,6,11.6
107,"Broad St (J,Z)",saturday,7,24.2
107,"Broad St (J,Z)",saturday,8,33.0
107,"Broad St (J,Z)",saturday,9,58.0
107,"Broad St (J,Z)",saturday,10,94.7
107,"Broad St (J,Z)",saturday,11,148.3
107,"Broad St (J,Z)",saturday,12,183.3
107,"Broad St (J,Z)",saturday,13,203.7
107,"Broad St (J,Z)",saturday,14,206.6
107,"Broad St (J,Z)",saturday,15,225.0
107,"Broad St (J,Z)",saturday,16,234.2
107,"Broad St (J,Z)",saturday,17,246.7
107,"Broad St (J,Z)",saturday,18,210.6
107,"Broad St (J,Z)",saturday,19,173.1
107,"Broad St (J,Z)",saturday,20,134.2
107,"Broad St (J,Z)",saturday,21,104.9
107,"Broad St (J,Z)",saturday,22,89.0
107,"Broad St (J,Z)",saturday,23,85.4
107,"Broad St (J,Z)",sunday,0,55.2
107,"Broad St (J,Z)",sunday,1,24.5
107,"Broad St (J,Z)",sunday,2,10.3
107,"Broad St (J,Z)",sunday,3,6.2
107,"Broad St (J,Z)",sunday,4,5.0
107,"Broad St (J,Z)",sunday,5,4.9
107,"Broad St (J,Z)",sunday,6,11.6
107,"Broad St (J,Z)",sunday,7,22.5
107,"Broad St (J,Z)",sunday,8,24.9
107,"Broad St (J,Z)",sunday,9,47.4
107,"Broad St (J,Z)",sunday,10,81.2
107,"Broad St (J,Z)",sunday,11,122.7
107,"Broad St (J,Z)",sunday,12,148.4
107,"Broad St (J,Z)",sunday,13,153.9
107,"Broad St (J,Z)",sunday,14,156.9
107,"Broad St (J,Z)",sunday,15,162.6
107,"Broad St (J,Z)",sunday,16,180.1
107,"Broad St (J,Z)",sunday,17,174.5
107,"Broad St (J,Z)",sunday,18,146.6
107,"Broad St (J,Z)",sunday,19,111.2
107,"Broad St (J,Z)",sunday,20,83.4
107,"Broad St (J,Z)",sunday,21,59.5
107,"Broad St (J,Z)",sunday,22,54.5
107,"Broad St (J,Z)",sunday,23,42.6
107,"Broad St (J,Z)",thursday,0,59.2
107,"Broad St (J,Z)",thursday,1,15.8
107,"Broad St (J,Z)",thursday,2,7.6
107,"Broad St (J,Z)",thursday,3,5.7
107,"Broad St (J,Z)",thursday,4,6.7
107,"Broad St (J,Z)",thursday,5,9.8
107,"Broad St (J,Z)",thursday,6,38.6
107,"Broad St (J,Z)",thursday,7,70.9
107,"Broad St (J,Z)",thursday,8,111.3
107,"Broad St (J,Z)",thursday,9,98.7
107,"Broad St (J,Z)",thursday,10,99.6
107,"Broad St (J,Z)",thursday,11,129.0
107,"Broad St (J,Z)",thursday,12,179.5
107,"Broad St (J,Z)",thursday,13,202.3
107,"Broad St (J,Z)",thursday,14,285.0
107,"Broad St (J,Z)",thursday,15,473.0
107,"Broad St (J,Z)",thursday,16,628.0
107,"Broad St (J,Z)",thursday,17,989.1
107,"Broad St (J,Z)",thursday,18,566.7
107,"Broad St (J,Z)",thursday,19,289.5
107,"Broad St (J,Z)",thursday,20,178.6
107,"Broad St (J,Z)",thursday,21,118.5
107,"Broad St (J,Z)",thursday,22,108.2
107,"Broad St (J,Z)",thursday,23,89.7
107,"Broad St (J,Z)",tuesday,0,50.1
107,"Broad St (J,Z)",tuesday,1,11.5
107,"Broad St (J,Z)",tuesday,2,5.2
107,"Broad St (J,Z)",tuesday,3,5.1
107,"Broad St (J,Z)",tuesday,4,6.0
107,"Broad St (J,Z)",tuesday,5,11.1
107,"Broad St (J,Z)",tuesday,6,39.3
107,"Broad St (J,Z)",tuesday,7,68.3
107,"Broad St (J,Z)",tuesday,8,120.4
107,"Broad St (J,Z)",tuesday,9,104.2
107,"Broad St (J,Z)",tuesday,10,97.8
107,"Broad St (J,Z)",tuesday,11,130.1
107,"Broad St (J,Z)",tuesday,12,173.4
107,"Broad St (J,Z)",tuesday,13,196.8
107,"Broad St (J,Z)",tuesday,14,281.1
107,"Broad St (J,Z)",tuesday,15,481.0
107,"Broad St (J,Z)",tuesday,16,667.6
107,"Broad St (J,Z)",tuesday,17,1085.9
107,"Broad St (J,Z)",tuesday,18,593.1
107,"Broad St (J,Z)",tuesday,19,263.5
107,"Broad St (J,Z)",tuesday,20,154.6
107,"Broad St (J,Z)",tuesday,21,104.3
107,"Broad St (J,Z)",tuesday,22,88.6
107,"Broad St (J,Z)",tuesday,23,66.4
107,"Broad St (J,Z)",wednesday,0,57.1
107,"Broad St (J,Z)",wednesday,1,13.2
107,"Broad St (J,Z)",wednesday,2,6.4
107,"Broad St (J,Z)",wednesday,3,5.1
107,"Broad St (J,Z)",wednesday,4,6.4
107,"Broad St (J,Z)",wednesday,5,10.3
107,"Broad St (J,Z)",wednesday,6,40.1
107,"Broad St (J,Z)",wednesday,7,69.0
107,"Broad St (J,Z)",wednesday,8,120.6
107,"Broad St (J,Z)",wednesday,9,102.5
107,"Broad St (J,Z)",wednesday,10,97.4
107,"Broad St (J,Z)",wednesday,11,128.0
107,"Broad St (J,Z)",wednesday,12,171.1
107,"Broad St (J,Z)",wednesday,13,198.9
107,"Broad St (J,Z)",wednesday,14,288.6
107,"Broad St (J,Z)",wednesday,15,472.7
107,"Broad St (J,Z)",wednesday,16,667.6
107,"Broad St (J,Z)",wednesday,17,1071.7
107,"Broad St (J,Z)",wednesday,18,594.4
107,"Broad St (J,Z)",wednesday,19,280.9
107,"Broad St (J,Z)",wednesday,20,171.3
107,"Broad St (J,Z)",wednesday,21,109.8
107,"Broad St (J,Z)",wednesday,22,98.4
107,"Broad St (J,Z)",wednesday,23,75.9
118,3 Av (L),friday,0,121.0
118,3 Av (L),friday,1,45.7
118,3 Av (L),friday,2,21.0
118,3 Av (L),friday,3,12.1
118,3 Av (L),friday,4,9.4
118,3 Av (L),friday,5,10.8
118,3 Av (L),friday,6,32.9
118,3 Av (L),friday,7,92.0
118,3 Av (L),friday,8,137.3
118,3 Av (L),friday,9,128.1
118,3 Av (L),friday,10,131.2
118,3 Av (L),friday,11,157.6
118,3 Av (L),friday,12,181.9
118,3 Av (L),friday,13,223.6
118,3 Av (L),friday,14,290.4
118,3 Av (L),friday,15,430.8
118,3 Av (L),friday,16,453.4
118,3 Av (L),friday,17,474.6
118,3 Av (L),friday,18,492.6
118,3 Av (L),friday,19,477.9
118,3 Av (L),friday,20,440.7
118,3 Av (L),friday,21,421.7
118,3 Av (L),friday,22,450.3
118,3 Av (L),friday,23,349.1
118,3 Av (L),monday,0,70.4
118,3 Av (L),monday,1,28.5
118,3 Av (L),monday,2,15.3
118,3 Av (L),monday,3,9.3
118,3 Av (L),monday,4,6.6
118,3 Av (L),monday,5,8.9
118,3 Av (L),monday,6,31.0
118,3 Av (L),monday,7,84.6
118,3 Av (L),monday,8,150.4
118,3 Av (L),monday,9,129.0
118,3 Av (L),monday,10,114.9
118,3 Av (L),monday,11,130.4
118,3 Av (L),monday,12,156.9
118,3 Av (L),monday,13,185.8
118,3 Av (L),monday,14,237.8
118,3 Av (L),monday,15,381.5
118,3 Av (L),monday,16,415.8
118,3 Av (L),monday,17,460.8
118,3 Av (L),monday,18,451.1
118,3 Av (L),monday,19,364.6
118,3 Av (L),monday,20,352.5
118,3 Av (L),monday,21,322.6
118,3 Av (L),monday,22,265.2
118,3 Av (L),monday,23,149.1
118,3 Av (L),saturday,0,247.8
118,3 Av (L),saturday,1,132.6
118,3 Av (L),saturday,2,67.0
118,3 Av (L),saturday,3,39.2
118,3 Av (L),saturday,4,22.2
118,3 Av (L),saturday,5,10.3
118,3 Av (L),saturday,6,16.8
118,3 Av (L),saturday,7,42.9
118,3 Av (L),saturday,8,53.8
118,3 Av (L),saturday,9,83.1
118,3 Av (L),saturday,10,133.5
118,3 Av (L),saturday,11,188.7
118,3 Av (L),saturday,12,242.0
118,3 Av (L),saturday,13,299.3
118,3 Av (L),saturday,14,338.8
118,3 Av (L),saturday,15,374.4
118,3 Av (L),saturday,16,378.6
118,3 Av (L),saturday,17,380.3
118,3 Av (L),saturday,18,401.2
118,3 Av (L),saturday,19,402.7
118,3 Av (L),saturday,20,364.0
118,3 Av (L),saturday,21,362.2
118,3 Av (L),saturday,22,383.7
118,3 Av (L),saturday,23,329.4
118,3 Av (L),sunday,0,239.8
118,3 Av (L),sunday,1,134.3
118,3 Av (L),sunday,2,71.8
118,3 Av (L),sunday,3,44.5
118,3 Av (L),sunday,4,26.5
118,3 Av (L),sunday,5,12.5
118,3 Av (L),sunday,6,14.8
118,3 Av (L),sunday,7,36.0
118,3 Av (L),sunday,8,41.5
118,3 Av (L),sunday,9,70.7
118,3 Av (L),sunday,10,117.4
118,3 Av (L),sunday,11,165.0
118,3 Av (L),sunday,12,215.5
118,3 Av (L),sunday,13,248.2
118,3 Av (L),sunday,14,274.5
118,3 Av (L),sunday,15,292.5
118,3 Av (L),sunday,16,303.2
118,3 Av (L),sunday,17,301.0
118,3 Av (L),sunday,18,320.3
118,3 Av (L),sunday,19,315.0
118,3 Av (L),sunday,20,265.2
118,3 Av (L),sunday,21,246.5
118,3 Av (L),sunday,22,225.0
118,3 Av (L),sunday,23,133.6
118,3 Av (L),thursday,0,94.6
118,3 Av (L),thursday,1,31.8
